Gene	Status
43644at314145	Single
43648at314145	Single
43651at314145	Single
43659at314145	Single
43661at314145	Single
43669at314145	Single
43675at314145	Single
43679at314145	Single
43682at314145	Single
43686at314145	Single
43688at314145	Single
43699at314145	Single
43705at314145	Single
43713at314145	Single
43715at314145	Single
43717at314145	Single
43729at314145	Single
43730at314145	Single
43733at314145	Single
43740at314145	Single
4374at314145	Single
43766at314145	Single
43774at314145	Single
43776at314145	Single
4377at314145	Single
43780at314145	Single
43789at314145	Single
43791at314145	Single
43810at314145	Single
43812at314145	Single
43816at314145	Single
43817at314145	Single
43821at314145	Single
4383at314145	Single
43841at314145	Single
43852at314145	Single
43854at314145	Single
43862at314145	Single
43870at314145	Single
43872at314145	Single
43886at314145	Single
43900at314145	Single
43901at314145	Single
43905at314145	Single
43906at314145	Single
43914at314145	Single
43935at314145	Single
4394at314145	Single
43954at314145	Single
43971at314145	Single
43977at314145	Single
43979at314145	Single
43992at314145	Single
43993at314145	Single
439at314145	Single
44006at314145	Single
44010at314145	Single
44016at314145	Single
44031at314145	Single
44032at314145	Single
44034at314145	Single
44050at314145	Single
44063at314145	Single
44070at314145	Single
44071at314145	Single
44075at314145	Single
4409at314145	Single
44109at314145	Single
4410at314145	Single
44116at314145	Single
44123at314145	Single
44136at314145	Single
44141at314145	Single
44145at314145	Single
44147at314145	Single
44151at314145	Single
44179at314145	Single
4418at314145	Single
44201at314145	Single
44202at314145	Single
44204at314145	Single
44214at314145	Single
44217at314145	Single
44222at314145	Single
44234at314145	Single
44243at314145	Single
44247at314145	Single
4425at314145	Single
44261at314145	Single
44263at314145	Single
44278at314145	Single
44279at314145	Single
44289at314145	Single
44294at314145	Single
44301at314145	Single
44321at314145	Single
44322at314145	Single
44327at314145	Single
44328at314145	Single
44350at314145	Single
44358at314145	Single
44373at314145	Single
44374at314145	Single
44386at314145	Single
44389at314145	Single
44398at314145	Single
44403at314145	Single
44404at314145	Single
44409at314145	Single
44424at314145	Single
44432at314145	Single
44442at314145	Single
44462at314145	Single
44467at314145	Single
44478at314145	Single
44485at314145	Single
44491at314145	Single
44492at314145	Single
444at314145	Single
44504at314145	Single
44517at314145	Single
44527at314145	Single
4452at314145	Single
44536at314145	Single
44544at314145	Single
44551at314145	Single
44554at314145	Single
44564at314145	Single
44572at314145	Single
44581at314145	Single
44582at314145	Single
44585at314145	Single
44588at314145	Single
44598at314145	Single
44602at314145	Single
4461at314145	Single
44626at314145	Single
4462at314145	Single
44637at314145	Single
44676at314145	Single
44689at314145	Single
44699at314145	Single
44708at314145	Single
44727at314145	Single
44746at314145	Single
44755at314145	Single
44762at314145	Single
44778at314145	Single
4478at314145	Single
44791at314145	Single
44792at314145	Single
4479at314145	Single
44805at314145	Single
44808at314145	Single
44811at314145	Single
44817at314145	Single
44849at314145	Single
44854at314145	Single
44860at314145	Single
44862at314145	Single
44863at314145	Single
44865at314145	Single
44866at314145	Single
44872at314145	Single
44884at314145	Single
44893at314145	Single
44894at314145	Single
44907at314145	Single
44908at314145	Single
44911at314145	Single
44938at314145	Single
44940at314145	Single
44944at314145	Single
44957at314145	Single
44958at314145	Single
44976at314145	Single
44983at314145	Single
44991at314145	Single
44999at314145	Single
45005at314145	Single
45007at314145	Single
45011at314145	Single
45030at314145	Single
45049at314145	Single
45060at314145	Single
45076at314145	Single
45085at314145	Single
45088at314145	Single
45089at314145	Single
45097at314145	Single
45101at314145	Single
4510at314145	Single
45134at314145	Single
4515at314145	Single
45160at314145	Single
45189at314145	Single
45193at314145	Single
45199at314145	Single
45207at314145	Single
45233at314145	Single
45238at314145	Single
45248at314145	Single
45265at314145	Single
45266at314145	Single
45293at314145	Single
45298at314145	Single
45299at314145	Single
45302at314145	Single
45305at314145	Single
45307at314145	Single
45314at314145	Single
45330at314145	Single
45333at314145	Single
45340at314145	Single
45356at314145	Single
45360at314145	Single
45367at314145	Single
45381at314145	Single
45385at314145	Single
45386at314145	Single
45390at314145	Single
45393at314145	Single
45400at314145	Single
45416at314145	Single
4544at314145	Single
45458at314145	Single
45460at314145	Single
45470at314145	Single
45477at314145	Single
45479at314145	Single
45494at314145	Single
45496at314145	Single
45539at314145	Single
45543at314145	Single
45548at314145	Single
45567at314145	Single
45568at314145	Single
45575at314145	Single
45577at314145	Single
45583at314145	Single
4558at314145	Single
45595at314145	Single
45598at314145	Single
45601at314145	Single
45612at314145	Single
45631at314145	Single
45642at314145	Single
45646at314145	Single
45652at314145	Single
45653at314145	Single
45672at314145	Single
45677at314145	Single
45679at314145	Single
45689at314145	Single
4569at314145	Single
45700at314145	Single
45710at314145	Single
45712at314145	Single
4571at314145	Single
45723at314145	Single
45733at314145	Single
45761at314145	Single
45766at314145	Single
45769at314145	Single
45771at314145	Single
45772at314145	Single
45774at314145	Single
45780at314145	Single
45797at314145	Single
45800at314145	Single
45802at314145	Single
45818at314145	Single
45822at314145	Single
45825at314145	Single
45841at314145	Single
45849at314145	Single
45855at314145	Single
45882at314145	Single
45890at314145	Single
45905at314145	Single
45908at314145	Single
45910at314145	Single
45912at314145	Single
45916at314145	Single
45918at314145	Single
4591at314145	Single
4592at314145	Single
45940at314145	Single
45944at314145	Single
45947at314145	Single
45951at314145	Single
45965at314145	Single
45967at314145	Single
45977at314145	Single
4597at314145	Single
45987at314145	Single
45992at314145	Single
45997at314145	Single
46008at314145	Single
46015at314145	Single
46018at314145	Single
46024at314145	Single
46025at314145	Single
46034at314145	Single
46056at314145	Single
46063at314145	Single
46086at314145	Single
46088at314145	Single
46094at314145	Single
46098at314145	Single
46102at314145	Single
46104at314145	Single
46106at314145	Single
46110at314145	Single
46119at314145	Single
46120at314145	Single
46136at314145	Single
4613at314145	Single
46147at314145	Single
46148at314145	Single
46167at314145	Single
46171at314145	Single
46177at314145	Single
46232at314145	Single
46235at314145	Single
46236at314145	Single
46255at314145	Single
4625at314145	Single
46265at314145	Single
46268at314145	Single
46271at314145	Single
46287at314145	Single
46294at314145	Single
46297at314145	Single
46298at314145	Single
46302at314145	Single
46322at314145	Single
46340at314145	Single
46344at314145	Single
46345at314145	Single
46346at314145	Single
46352at314145	Single
46353at314145	Single
46361at314145	Single
46383at314145	Single
46384at314145	Single
4639at314145	Single
46411at314145	Single
46416at314145	Single
46417at314145	Single
46420at314145	Single
46423at314145	Single
46429at314145	Single
46433at314145	Single
46448at314145	Single
46466at314145	Single
46467at314145	Single
46474at314145	Single
46475at314145	Single
46483at314145	Single
46486at314145	Single
46492at314145	Single
46493at314145	Single
4649at314145	Single
46500at314145	Single
46508at314145	Single
46515at314145	Single
46526at314145	Single
46530at314145	Single
46563at314145	Single
46571at314145	Single
46586at314145	Single
46587at314145	Single
46589at314145	Single
46597at314145	Single
46600at314145	Single
46604at314145	Single
4660at314145	Single
46610at314145	Single
46624at314145	Single
46626at314145	Single
46627at314145	Single
46633at314145	Single
46641at314145	Single
46648at314145	Single
4664at314145	Single
46675at314145	Single
46688at314145	Single
466at314145	Single
46705at314145	Single
46707at314145	Single
46717at314145	Single
46718at314145	Single
4672at314145	Single
46734at314145	Single
46739at314145	Single
46741at314145	Single
46745at314145	Single
46754at314145	Single
46765at314145	Single
46768at314145	Single
46779at314145	Single
4678at314145	Single
46812at314145	Single
46824at314145	Single
4683at314145	Single
46859at314145	Single
46866at314145	Single
46873at314145	Single
46887at314145	Single
4688at314145	Single
468at314145	Single
46900at314145	Single
46906at314145	Single
46911at314145	Single
46917at314145	Single
46926at314145	Single
46943at314145	Single
46950at314145	Single
46980at314145	Single
46989at314145	Single
46993at314145	Single
47019at314145	Single
47032at314145	Single
47033at314145	Single
47053at314145	Single
47060at314145	Single
47061at314145	Single
47068at314145	Single
47072at314145	Single
47078at314145	Single
47081at314145	Single
4708at314145	Single
47094at314145	Single
47097at314145	Single
47100at314145	Single
47108at314145	Single
47110at314145	Single
47125at314145	Single
47126at314145	Single
47130at314145	Single
47133at314145	Single
4714at314145	Single
47150at314145	Single
47153at314145	Single
47156at314145	Single
47158at314145	Single
4716at314145	Single
47172at314145	Single
47180at314145	Single
47181at314145	Single
47185at314145	Single
47187at314145	Single
47198at314145	Single
47201at314145	Single
47205at314145	Single
47209at314145	Single
47213at314145	Single
47217at314145	Single
47232at314145	Single
47244at314145	Single
47262at314145	Single
47274at314145	Single
47278at314145	Single
4727at314145	Single
47283at314145	Single
47284at314145	Single
47289at314145	Single
47298at314145	Single
47299at314145	Single
47302at314145	Single
47305at314145	Single
47351at314145	Single
47368at314145	Single
47379at314145	Single
47384at314145	Single
47391at314145	Single
47396at314145	Single
47411at314145	Single
47424at314145	Single
47432at314145	Single
47436at314145	Single
47444at314145	Single
47450at314145	Single
47452at314145	Single
47454at314145	Single
47467at314145	Single
47474at314145	Single
47476at314145	Single
47485at314145	Single
47508at314145	Single
4750at314145	Single
47522at314145	Single
47552at314145	Single
47556at314145	Single
47560at314145	Single
47563at314145	Single
47567at314145	Single
47587at314145	Single
47588at314145	Single
47589at314145	Single
47598at314145	Single
47599at314145	Single
47649at314145	Single
47650at314145	Single
47658at314145	Single
47661at314145	Single
47666at314145	Single
47674at314145	Single
47676at314145	Single
47685at314145	Single
47692at314145	Single
4769at314145	Single
47707at314145	Single
47709at314145	Single
47712at314145	Single
47716at314145	Single
47726at314145	Single
47733at314145	Single
47735at314145	Single
47748at314145	Single
47751at314145	Single
47760at314145	Single
47761at314145	Single
47792at314145	Single
47797at314145	Single
477at314145	Single
47802at314145	Single
47805at314145	Single
47825at314145	Single
47827at314145	Single
47833at314145	Single
47847at314145	Single
47851at314145	Single
47852at314145	Single
47865at314145	Single
47871at314145	Single
47874at314145	Single
47881at314145	Single
47883at314145	Single
47939at314145	Single
47947at314145	Single
47966at314145	Single
47977at314145	Single
4797at314145	Single
47989at314145	Single
479at314145	Single
48002at314145	Single
48008at314145	Single
48011at314145	Single
4801at314145	Single
48038at314145	Single
48044at314145	Single
48049at314145	Single
48053at314145	Single
48056at314145	Single
48066at314145	Single
48080at314145	Single
48104at314145	Single
48116at314145	Single
48118at314145	Single
48138at314145	Single
48143at314145	Single
48156at314145	Single
4816at314145	Single
48175at314145	Single
48196at314145	Single
48210at314145	Single
48212at314145	Single
48219at314145	Single
48222at314145	Single
48226at314145	Single
48237at314145	Single
48253at314145	Single
48258at314145	Single
48267at314145	Single
48269at314145	Single
48273at314145	Single
48278at314145	Single
48280at314145	Single
48282at314145	Single
48289at314145	Single
48291at314145	Single
48292at314145	Single
48293at314145	Single
48294at314145	Single
48298at314145	Single
48313at314145	Single
48324at314145	Single
48331at314145	Single
48346at314145	Single
48350at314145	Single
48360at314145	Single
48371at314145	Single
4837at314145	Single
48391at314145	Single
48405at314145	Single
48408at314145	Single
48424at314145	Single
48426at314145	Single
48429at314145	Single
48435at314145	Single
48449at314145	Single
48456at314145	Single
48465at314145	Single
48478at314145	Single
484at314145	Single
48507at314145	Single
48511at314145	Single
48518at314145	Single
48528at314145	Single
48583at314145	Single
48585at314145	Single
4858at314145	Single
48598at314145	Single
4860at314145	Single
48617at314145	Single
48621at314145	Single
48623at314145	Single
4862at314145	Single
48640at314145	Single
48641at314145	Single
48664at314145	Single
48669at314145	Single
48700at314145	Single
48722at314145	Single
48739at314145	Single
48743at314145	Single
48750at314145	Single
48767at314145	Single
48790at314145	Single
48808at314145	Single
48809at314145	Single
48812at314145	Single
48813at314145	Single
48817at314145	Single
48822at314145	Single
48833at314145	Single
48835at314145	Single
48839at314145	Single
48841at314145	Single
48842at314145	Single
48844at314145	Single
4884at314145	Single
48855at314145	Single
48859at314145	Single
48864at314145	Single
48873at314145	Single
48883at314145	Single
48884at314145	Single
48894at314145	Single
48895at314145	Single
48898at314145	Single
48907at314145	Single
4890at314145	Single
48911at314145	Single
48913at314145	Single
48914at314145	Single
48920at314145	Single
48926at314145	Single
48932at314145	Single
48953at314145	Single
48974at314145	Single
48994at314145	Single
4899at314145	Single
49011at314145	Single
4901at314145	Single
49030at314145	Single
49041at314145	Single
49052at314145	Single
4905at314145	Single
49061at314145	Single
4906at314145	Single
49072at314145	Single
49103at314145	Single
49105at314145	Single
4910at314145	Single
49119at314145	Single
49127at314145	Single
49130at314145	Single
49145at314145	Single
49149at314145	Single
49150at314145	Single
49169at314145	Single
49171at314145	Single
49176at314145	Single
49194at314145	Single
49195at314145	Single
49202at314145	Single
49204at314145	Single
49205at314145	Single
49206at314145	Single
49211at314145	Single
49218at314145	Single
49232at314145	Single
49234at314145	Single
49253at314145	Single
49267at314145	Single
49289at314145	Single
49294at314145	Single
4929at314145	Single
49307at314145	Single
49310at314145	Single
49316at314145	Single
4931at314145	Single
49331at314145	Single
49373at314145	Single
49381at314145	Single
49387at314145	Single
49412at314145	Single
49416at314145	Single
49417at314145	Single
49418at314145	Single
49420at314145	Single
49421at314145	Single
49436at314145	Single
49447at314145	Single
4945at314145	Single
49466at314145	Single
49467at314145	Single
4946at314145	Single
49470at314145	Single
49472at314145	Single
49473at314145	Single
4947at314145	Single
49480at314145	Single
49496at314145	Single
49500at314145	Single
49510at314145	Single
49513at314145	Single
49536at314145	Single
49539at314145	Single
49543at314145	Single
49563at314145	Single
49565at314145	Single
49568at314145	Single
49595at314145	Single
49598at314145	Single
49603at314145	Single
49608at314145	Single
49609at314145	Single
49625at314145	Single
49630at314145	Single
49632at314145	Single
49638at314145	Single
49645at314145	Single
49646at314145	Single
49647at314145	Single
4965at314145	Single
49660at314145	Single
49667at314145	Single
49678at314145	Single
49691at314145	Single
49696at314145	Single
49711at314145	Single
49714at314145	Single
49715at314145	Single
49724at314145	Single
49726at314145	Single
49738at314145	Fragmented
49753at314145	Single
4975at314145	Single
49760at314145	Single
49777at314145	Single
4977at314145	Single
49782at314145	Single
49795at314145	Single
49798at314145	Single
49811at314145	Single
4981at314145	Single
49823at314145	Single
49826at314145	Single
4983at314145	Single
49872at314145	Single
49876at314145	Single
49879at314145	Single
4987at314145	Single
49891at314145	Single
49892at314145	Single
49895at314145	Single
49897at314145	Single
49907at314145	Single
49913at314145	Single
49921at314145	Single
49923at314145	Single
49935at314145	Single
49936at314145	Single
49940at314145	Single
49948at314145	Single
49956at314145	Single
49958at314145	Single
4996at314145	Single
49971at314145	Single
49979at314145	Single
49985at314145	Single
49996at314145	Single
50001at314145	Single
5000at314145	Single
50018at314145	Single
50022at314145	Single
50026at314145	Single
50029at314145	Single
50037at314145	Single
50046at314145	Single
50061at314145	Single
50063at314145	Single
50079at314145	Single
50085at314145	Single
50088at314145	Single
50105at314145	Single
50114at314145	Single
50115at314145	Single
50116at314145	Single
50122at314145	Single
50128at314145	Single
50133at314145	Single
5013at314145	Single
50143at314145	Single
50145at314145	Single
50155at314145	Single
50156at314145	Single
50160at314145	Single
5018at314145	Single
5019at314145	Single
50231at314145	Single
50232at314145	Single
50249at314145	Single
5024at314145	Single
50251at314145	Single
50271at314145	Single
50279at314145	Single
50283at314145	Duplicated
50283at314145	Duplicated
50287at314145	Single
50292at314145	Single
50294at314145	Single
50305at314145	Single
50308at314145	Single
50312at314145	Single
50314at314145	Single
5031at314145	Single
50325at314145	Single
50326at314145	Single
50331at314145	Single
50339at314145	Single
50341at314145	Single
50349at314145	Single
5034at314145	Single
50353at314145	Single
5035at314145	Single
50366at314145	Single
50367at314145	Single
50369at314145	Single
50372at314145	Single
50376at314145	Single
5037at314145	Single
50383at314145	Single
50384at314145	Single
50388at314145	Single
50390at314145	Single
50416at314145	Single
50422at314145	Single
50423at314145	Single
50427at314145	Single
50431at314145	Single
50439at314145	Single
50443at314145	Single
50456at314145	Single
50467at314145	Single
50482at314145	Single
50486at314145	Duplicated
50486at314145	Duplicated
50487at314145	Single
50494at314145	Single
50519at314145	Single
50528at314145	Single
50553at314145	Single
50559at314145	Single
50566at314145	Single
5057at314145	Single
50597at314145	Single
50617at314145	Single
50621at314145	Single
50632at314145	Single
50640at314145	Single
50643at314145	Single
50645at314145	Single
50647at314145	Single
50654at314145	Single
50661at314145	Single
50662at314145	Single
50676at314145	Single
50686at314145	Single
50688at314145	Single
50690at314145	Single
50694at314145	Single
50707at314145	Single
50711at314145	Single
50726at314145	Single
50727at314145	Single
50749at314145	Single
50775at314145	Single
50779at314145	Single
50796at314145	Single
50803at314145	Single
50806at314145	Single
50823at314145	Single
50827at314145	Single
50848at314145	Single
50856at314145	Single
50867at314145	Single
50881at314145	Single
50883at314145	Single
50885at314145	Single
50935at314145	Single
50943at314145	Single
50948at314145	Single
50962at314145	Single
50964at314145	Single
50969at314145	Single
50970at314145	Single
50976at314145	Single
5098at314145	Single
509at314145	Single
51002at314145	Single
51029at314145	Single
51033at314145	Single
51042at314145	Single
51048at314145	Single
51055at314145	Single
51075at314145	Single
51079at314145	Single
51083at314145	Single
51103at314145	Single
51108at314145	Single
51119at314145	Single
51121at314145	Single
51122at314145	Single
51126at314145	Single
51134at314145	Fragmented
51142at314145	Single
5114at314145	Single
51155at314145	Single
51161at314145	Single
51186at314145	Single
51194at314145	Single
51201at314145	Single
51203at314145	Single
51208at314145	Single
5120at314145	Single
51213at314145	Single
51228at314145	Single
51231at314145	Single
51249at314145	Single
51251at314145	Single
5125at314145	Single
5127at314145	Single
51285at314145	Single
51287at314145	Single
51288at314145	Single
51289at314145	Single
51294at314145	Single
51296at314145	Single
51302at314145	Duplicated
51302at314145	Duplicated
51310at314145	Single
51315at314145	Single
51329at314145	Single
5133at314145	Single
51350at314145	Single
51354at314145	Single
51363at314145	Single
51364at314145	Single
51373at314145	Single
51406at314145	Single
51408at314145	Single
51414at314145	Single
51422at314145	Single
51424at314145	Single
51445at314145	Single
51457at314145	Single
51459at314145	Single
5146at314145	Single
51483at314145	Single
51487at314145	Single
51498at314145	Single
51502at314145	Single
51503at314145	Single
51509at314145	Single
51510at314145	Single
51515at314145	Single
51519at314145	Single
51526at314145	Single
51529at314145	Single
51539at314145	Single
51541at314145	Single
51548at314145	Single
51553at314145	Single
51570at314145	Single
51572at314145	Single
51579at314145	Single
51589at314145	Single
51591at314145	Single
51594at314145	Single
51597at314145	Single
51599at314145	Single
51600at314145	Single
51604at314145	Single
5160at314145	Single
51616at314145	Single
51637at314145	Single
51649at314145	Single
51651at314145	Single
51652at314145	Single
51657at314145	Single
51683at314145	Single
51684at314145	Single
51690at314145	Single
51693at314145	Single
51696at314145	Single
51713at314145	Single
51719at314145	Single
51727at314145	Single
51732at314145	Single
51746at314145	Single
51750at314145	Single
51752at314145	Single
51753at314145	Single
51755at314145	Single
51757at314145	Single
51766at314145	Single
51767at314145	Single
51782at314145	Single
51786at314145	Single
51787at314145	Single
51794at314145	Single
51797at314145	Single
5179at314145	Single
51811at314145	Single
51830at314145	Single
51838at314145	Single
51849at314145	Single
51854at314145	Single
5185at314145	Single
51866at314145	Single
51895at314145	Single
51914at314145	Single
51917at314145	Single
51922at314145	Single
51924at314145	Single
51932at314145	Single
51933at314145	Single
51942at314145	Single
51944at314145	Single
51954at314145	Single
51957at314145	Single
51969at314145	Single
51973at314145	Single
51974at314145	Single
51983at314145	Single
51985at314145	Single
51988at314145	Single
51992at314145	Single
52008at314145	Single
52011at314145	Single
52026at314145	Single
52029at314145	Single
52039at314145	Single
52056at314145	Single
52059at314145	Single
52068at314145	Single
52071at314145	Single
52076at314145	Single
52106at314145	Single
52118at314145	Single
52120at314145	Single
52126at314145	Single
5212at314145	Single
52161at314145	Single
52173at314145	Single
52177at314145	Single
52178at314145	Single
52189at314145	Single
52192at314145	Single
52199at314145	Single
52201at314145	Single
52207at314145	Single
52216at314145	Single
52224at314145	Single
52269at314145	Single
5226at314145	Single
52270at314145	Single
52272at314145	Single
52273at314145	Single
52280at314145	Fragmented
5228at314145	Single
52297at314145	Single
52300at314145	Single
52321at314145	Single
52324at314145	Single
52348at314145	Single
5234at314145	Single
52352at314145	Single
52354at314145	Single
52356at314145	Single
5235at314145	Single
52370at314145	Single
52390at314145	Single
52398at314145	Single
52401at314145	Single
52411at314145	Single
52446at314145	Single
52448at314145	Single
52458at314145	Single
52459at314145	Single
52464at314145	Single
52465at314145	Single
52466at314145	Single
52474at314145	Single
52506at314145	Single
52507at314145	Single
52509at314145	Single
52519at314145	Single
52521at314145	Single
52529at314145	Single
5252at314145	Single
52548at314145	Single
52576at314145	Single
52584at314145	Single
52600at314145	Single
52601at314145	Single
52607at314145	Single
52611at314145	Single
52647at314145	Single
52648at314145	Single
5264at314145	Single
52652at314145	Single
5269at314145	Single
52710at314145	Single
52713at314145	Single
52719at314145	Single
52728at314145	Single
52735at314145	Single
52747at314145	Single
52750at314145	Single
52757at314145	Single
52769at314145	Single
52771at314145	Single
52772at314145	Single
52785at314145	Single
52787at314145	Single
5278at314145	Single
52792at314145	Single
52796at314145	Single
5279at314145	Single
52810at314145	Single
52816at314145	Single
52832at314145	Single
52839at314145	Single
52853at314145	Single
52870at314145	Single
52877at314145	Single
52882at314145	Single
52884at314145	Single
52912at314145	Single
52927at314145	Single
52941at314145	Single
52946at314145	Single
52957at314145	Single
52960at314145	Single
52961at314145	Single
52962at314145	Single
52964at314145	Single
52966at314145	Single
52968at314145	Single
5296at314145	Single
52985at314145	Single
52996at314145	Single
53001at314145	Single
53003at314145	Single
53007at314145	Single
5300at314145	Single
53014at314145	Single
53015at314145	Single
53020at314145	Single
53031at314145	Single
53049at314145	Single
53084at314145	Single
53087at314145	Single
5308at314145	Single
53097at314145	Single
53101at314145	Single
53126at314145	Single
53136at314145	Single
53138at314145	Single
53144at314145	Single
53147at314145	Single
53155at314145	Single
53156at314145	Single
5315at314145	Single
53165at314145	Single
53166at314145	Single
53168at314145	Single
53173at314145	Single
53175at314145	Single
5318at314145	Single
53201at314145	Single
53210at314145	Single
53212at314145	Single
53229at314145	Single
53233at314145	Single
53278at314145	Single
53287at314145	Single
53291at314145	Duplicated
53291at314145	Duplicated
5329at314145	Single
532at314145	Single
53337at314145	Single
53340at314145	Single
53342at314145	Single
53343at314145	Single
53352at314145	Single
53353at314145	Single
53377at314145	Single
53379at314145	Single
53389at314145	Single
53415at314145	Single
5342at314145	Single
53455at314145	Single
53457at314145	Single
53465at314145	Single
53466at314145	Single
53478at314145	Single
53479at314145	Single
53493at314145	Single
53496at314145	Single
53499at314145	Single
534at314145	Single
53511at314145	Single
53517at314145	Single
5351at314145	Single
53521at314145	Single
53528at314145	Single
53529at314145	Single
53533at314145	Single
53542at314145	Single
53550at314145	Single
53554at314145	Single
5355at314145	Single
53561at314145	Single
53571at314145	Single
53588at314145	Single
53597at314145	Single
53600at314145	Single
53610at314145	Single
53619at314145	Single
53641at314145	Single
53653at314145	Single
53674at314145	Single
53676at314145	Single
53689at314145	Single
53708at314145	Single
53725at314145	Single
53726at314145	Single
53738at314145	Single
5374at314145	Single
53759at314145	Fragmented
53768at314145	Single
53775at314145	Single
53780at314145	Single
53794at314145	Single
53812at314145	Single
53815at314145	Single
53858at314145	Single
53872at314145	Single
53877at314145	Single
53893at314145	Single
53894at314145	Single
53897at314145	Single
53903at314145	Single
5390at314145	Single
53916at314145	Single
53928at314145	Single
5392at314145	Single
53937at314145	Single
53942at314145	Single
53945at314145	Single
53956at314145	Single
53974at314145	Single
53990at314145	Single
53992at314145	Single
53994at314145	Single
53996at314145	Single
54003at314145	Single
54004at314145	Single
5400at314145	Single
54013at314145	Single
54016at314145	Single
54019at314145	Single
54024at314145	Single
54032at314145	Single
54041at314145	Single
54042at314145	Single
54043at314145	Single
54053at314145	Single
54072at314145	Single
54076at314145	Single
54087at314145	Single
5409at314145	Single
5410at314145	Single
54110at314145	Single
54129at314145	Single
54146at314145	Single
5414at314145	Single
54150at314145	Single
54151at314145	Single
54182at314145	Single
54190at314145	Single
54203at314145	Single
54204at314145	Single
5420at314145	Single
54210at314145	Single
54213at314145	Single
54224at314145	Single
54227at314145	Single
5422at314145	Single
54241at314145	Single
54242at314145	Single
54261at314145	Single
54282at314145	Single
54283at314145	Single
54296at314145	Single
5429at314145	Single
54317at314145	Single
54320at314145	Single
54334at314145	Single
5433at314145	Single
54345at314145	Single
54362at314145	Single
54365at314145	Single
54370at314145	Single
54376at314145	Single
54378at314145	Single
54382at314145	Single
54388at314145	Single
54395at314145	Single
54396at314145	Single
54405at314145	Single
54408at314145	Single
54420at314145	Single
54431at314145	Single
54448at314145	Single
54452at314145	Single
54455at314145	Single
54457at314145	Single
5446at314145	Single
54470at314145	Single
54473at314145	Single
54478at314145	Single
5447at314145	Single
54480at314145	Single
54494at314145	Single
54517at314145	Single
54526at314145	Single
54531at314145	Single
54544at314145	Single
54562at314145	Single
54577at314145	Single
54588at314145	Single
54593at314145	Single
54596at314145	Single
54598at314145	Single
54603at314145	Single
54612at314145	Single
54620at314145	Single
54627at314145	Single
54629at314145	Single
54640at314145	Single
54647at314145	Single
5465at314145	Single
54668at314145	Single
54670at314145	Single
54692at314145	Single
54697at314145	Single
54705at314145	Single
54707at314145	Single
54711at314145	Single
54713at314145	Single
54718at314145	Single
54719at314145	Single
54734at314145	Single
54751at314145	Single
54762at314145	Single
54764at314145	Single
54778at314145	Single
54783at314145	Single
54784at314145	Single
54787at314145	Single
54791at314145	Single
54796at314145	Single
54803at314145	Single
54817at314145	Single
5481at314145	Single
54831at314145	Single
54839at314145	Single
54843at314145	Single
54847at314145	Single
54878at314145	Single
5487at314145	Single
54886at314145	Single
54899at314145	Single
54902at314145	Single
54913at314145	Single
54932at314145	Single
54934at314145	Single
54943at314145	Single
54946at314145	Single
5494at314145	Single
54958at314145	Single
5496at314145	Single
54980at314145	Single
5498at314145	Single
54993at314145	Single
54994at314145	Single
55002at314145	Single
55003at314145	Single
55004at314145	Single
55023at314145	Single
55024at314145	Single
55040at314145	Single
55043at314145	Single
5505at314145	Single
55061at314145	Single
55066at314145	Single
55070at314145	Single
55071at314145	Single
5508at314145	Single
55099at314145	Single
55108at314145	Single
55114at314145	Single
55124at314145	Single
55125at314145	Single
5516at314145	Single
55174at314145	Single
55188at314145	Single
55194at314145	Single
55199at314145	Single
55205at314145	Single
55207at314145	Single
55208at314145	Single
55213at314145	Single
55215at314145	Single
55216at314145	Single
5521at314145	Single
55223at314145	Single
55241at314145	Single
55248at314145	Single
55249at314145	Single
5525at314145	Single
55273at314145	Single
55274at314145	Single
55276at314145	Single
55278at314145	Single
55282at314145	Single
55286at314145	Single
55290at314145	Single
5529at314145	Single
55304at314145	Single
55307at314145	Single
55315at314145	Single
55321at314145	Single
55328at314145	Single
55332at314145	Single
55333at314145	Single
55341at314145	Single
55342at314145	Single
55349at314145	Single
5534at314145	Single
55380at314145	Single
55393at314145	Single
55397at314145	Single
55401at314145	Single
55406at314145	Single
55410at314145	Single
55413at314145	Single
55419at314145	Single
55444at314145	Single
55448at314145	Single
55451at314145	Single
55459at314145	Single
55460at314145	Single
55474at314145	Single
55483at314145	Single
554at314145	Single
55506at314145	Single
55522at314145	Single
55531at314145	Single
55533at314145	Single
55543at314145	Single
55545at314145	Single
55555at314145	Single
55557at314145	Single
55564at314145	Single
55574at314145	Single
55580at314145	Single
55582at314145	Single
55587at314145	Single
55588at314145	Single
55600at314145	Single
55601at314145	Single
55627at314145	Single
55629at314145	Single
55633at314145	Single
55640at314145	Single
55641at314145	Duplicated
55641at314145	Duplicated
55670at314145	Single
55676at314145	Single
55689at314145	Single
55718at314145	Single
55720at314145	Single
5573at314145	Single
55743at314145	Single
55746at314145	Single
55747at314145	Single
55768at314145	Single
55770at314145	Single
55774at314145	Single
55779at314145	Single
55786at314145	Single
55803at314145	Single
55806at314145	Single
55813at314145	Single
55829at314145	Single
55831at314145	Single
5583at314145	Single
55845at314145	Single
5584at314145	Single
55858at314145	Single
55860at314145	Single
55868at314145	Single
55872at314145	Single
55873at314145	Single
55874at314145	Single
55875at314145	Single
55876at314145	Single
55878at314145	Single
55892at314145	Single
55893at314145	Single
55901at314145	Single
55902at314145	Single
