Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
53233at314145	Single	OW443362.1	9398895	9465377	-	2670	377	0.9824	1.0	0	53233at314145_225400_0:002b32	9465327_9465377_-|9464440_9464971_-|9419039_9419101_-|9418612_9418686_-|9418117_9418237_-|9416817_9416953_-|9413719_9413841_-|9411585_9411760_-|9405774_9405921_-|9403554_9403645_-|9398893_9398907_-
53278at314145	Single	OW443361.1	175041156	175060059	-	1915	376	0.8714	1.0	0	53278at314145_109478_0:00464b	175059708_175060059_-|175052155_175052318_-|175051733_175051862_-|175046510_175046617_-|175044583_175044751_-|175042254_175042407_-|175041154_175041312_-
53287at314145	Single	OW443381.1	2578028	2593795	-	2110	410	0.9535	1.0	0	53287at314145_30521_0:002f3c	2593523_2593795_-|2589630_2589801_-|2586317_2586454_-|2581566_2581651_-|2581175_2581308_-|2579650_2579857_-|2579286_2579430_-|2578026_2578126_-
53291at314145	Single	OW443367.1	87883442	87908464	-	2124	326	0.9362	1.0	0	53291at314145_29078_0:001da9	87908424_87908464_-|87904757_87904851_-|87901589_87901683_-|87900230_87900336_-|87899219_87899334_-|87898510_87898664_-|87897135_87897180_-|87895382_87895467_-|87885729_87885869_-|87885507_87885612_-|87885214_87885346_-|87884384_87884456_-|87883440_87883517_-
5329at314145	Single	OW443376.1	50669275	50735382	-	6828	1277	0.8847	1.0	0	5329at314145_9874_0:005221	50735236_50735382_-|50732615_50732836_-|50726315_50726436_-|50726041_50726183_-|50724321_50724496_-|50723322_50723413_-|50722626_50722732_-|50721797_50721942_-|50718608_50718811_-|50718402_50718474_-|50716406_50716497_-|50711469_50711596_-|50709791_50709908_-|50707328_50707458_-|50706779_50706929_-|50705311_50705442_-|50701412_50701611_-|50682449_50682626_-|50681690_50681880_-|50681305_50681400_-|50680972_50681104_-|50680753_50680896_-|50680265_50680393_-|50680004_50680186_-|50676583_50676789_-|50676191_50676403_-|50675953_50676119_-|50674491_50674632_-|50669273_50669479_-
532at314145	Single	OW443361.1	96585074	96743122	+	16832	3231	0.8933	0.984467059453669	0	532at314145_9646_0:0032c8	96585075_96585119_+|96587594_96587636_+|96590933_96591028_+|96592435_96592536_+|96605678_96605787_+|96608094_96608153_+|96610593_96610652_+|96612010_96612090_+|96613036_96613093_+|96615730_96615857_+|96617264_96617370_+|96617944_96618115_+|96619275_96619337_+|96623028_96623157_+|96623726_96623820_+|96634408_96634550_+|96635392_96635584_+|96636791_96636905_+|96637486_96637622_+|96638820_96638943_+|96640289_96640406_+|96643066_96643195_+|96644005_96644092_+|96644750_96644889_+|96648710_96648863_+|96650509_96650588_+|96652187_96652246_+|96654861_96655023_+|96655788_96655904_+|96656777_96656880_+|96657076_96657243_+|96657748_96658052_+|96659809_96659956_+|96661016_96661124_+|96667825_96667961_+|96669659_96669815_+|96670767_96670846_+|96671342_96671401_+|96672100_96672256_+|96674044_96674160_+|96675625_96675728_+|96676105_96676272_+|96677487_96677791_+|96678756_96678903_+|96681289_96681439_+|96683698_96683810_+|96688168_96688337_+|96689693_96689940_+|96691292_96691521_+|96693018_96693110_+|96695715_96696080_+|96696462_96696548_+|96697853_96698008_+|96698210_96698474_+|96699330_96699490_+|96700495_96700616_+|96701340_96701634_+|96702906_96703295_+|96704810_96704914_+|96705690_96705854_+|96707377_96707505_+|96707793_96707926_+|96709639_96709765_+|96713066_96713301_+|96719311_96719452_+|96720486_96720626_+|96721421_96721502_+|96721614_96721683_+|96722296_96722407_+|96722526_96722639_+|96724598_96724737_+|96726357_96726438_+|96727409_96727522_+|96728315_96728390_+|96728794_96728957_+|96730177_96730222_+|96731827_96731950_+|96732781_96732895_+|96737704_96737792_+|96741157_96741280_+|96742629_96742712_+|96743024_96743125_+
53337at314145	Single	OW443368.1	37974632	38109296	+	1634	298	0.8797	0.87468671679198	0	53337at314145_132908_0:0037cf	37974633_37974692_+|37978168_37978303_+|37979498_37979653_+|37980628_37980722_+|37984968_37985028_+|37989551_37989664_+|37992517_37992579_+|37996803_37996961_+|38022218_38022384_+|38109261_38109296_+
53340at314145	Single	OW443370.1	68217416	68260016	+	2353	359	0.9606	1.0	0	53340at314145_9749_0:0018fe	68217417_68217621_+|68241993_68242225_+|68243738_68243803_+|68244749_68244958_+|68245822_68245882_+|68252373_68252942_+|68259991_68260019_+
53342at314145	Single	OW443379.1	36090142	36099043	+	2883	436	0.894	1.0	2	53342at314145_143302_0:003d4e	36090143_36090245_+|36094635_36095276_+|36095477_36095519_+|36095676_36095798_+|36096561_36096716_+|36097130_36097225_+|36097369_36097470_+|36097616_36097777_+|36097943_36098040_+|36098216_36098351_+|36098507_36098629_+|36098765_36098866_+|36098993_36099046_+
53343at314145	Single	OW443363.1	88572155	88599461	+	1841	301	0.935	1.0	0	53343at314145_42254_0:0019c7	88572156_88572714_+|88583209_88583300_+|88595404_88595644_+|88599247_88599464_+
53352at314145	Single	OW443368.1	10005038	10012777	-	2421	490	0.836	0.9965870307167235	0	53352at314145_109478_0:0029a6	10012585_10012777_-|10011513_10011623_-|10011257_10011438_-|10009894_10009972_-|10009545_10009634_-|10008734_10008768_-|10008573_10008657_-|10008391_10008480_-|10007742_10007858_-|10007259_10007402_-|10006973_10007139_-|10006098_10006204_-|10005890_10005993_-|10005744_10005777_-|10005554_10005640_-|10005039_10005194_-
53353at314145	Single	OW443372.1	49989868	50089167	-	2722	530	0.9119	1.0	1	53353at314145_32536_0:003fe4	50089014_50089167_-|50086779_50087009_-|49989866_49991266_-
53377at314145	Single	OW443363.1	28457485	28511498	+	2161	348	0.9461	1.0	0	53377at314145_186990_0:002b81	28457486_28457905_+|28485641_28485768_+|28499322_28499520_+|28503707_28503859_+|28508188_28508321_+|28508980_28509088_+|28511361_28511501_+
53379at314145	Single	OW443371.1	8576514	8592418	-	1908	353	0.8717	1.0	0	53379at314145_29073_0:00263e	8592373_8592418_-|8591828_8591962_-|8588824_8589090_-|8587921_8588102_-|8586070_8586153_-|8581465_8581673_-|8579643_8579683_-|8578879_8578975_-|8576512_8576716_-
53380at314145	Single	OW443365.1	93344309	93402442	+	2270	309	0.9954	1.0	0	53380at314145_118797_0:004013	93344310_93344802_+|93369666_93369913_+|93388849_93388920_+|93392927_93393009_+|93393888_93393984_+|93394781_93394949_+|93402315_93402445_+
53389at314145	Single	OW443370.1	63790617	63821121	-	1878	360	0.9702	0.9485861182519281	0	53389at314145_9407_0:001a1a	63820945_63821121_-|63813479_63813722_-|63806114_63806229_-|63796802_63797022_-|63793699_63793820_-|63790615_63790841_-
53415at314145	Single	OW443363.1	103446485	103540158	+	2590	381	0.9682	1.0	0	53415at314145_9755_0:000ac8	103446486_103446533_+|103479620_103479781_+|103481239_103481277_+|103493655_103493762_+|103511329_103511445_+|103512264_103512436_+|103513150_103513222_+|103514630_103514714_+|103516943_103517087_+|103525365_103525441_+|103526773_103526805_+|103531531_103531647_+|103539737_103540161_+
5342at314145	Single	OW443375.1	42873297	42963361	+	7058	1271	0.9394	1.0	0	5342at314145_29078_0:0022bf	42873298_42873454_+|42879786_42879980_+|42889476_42889565_+|42890381_42890555_+|42892622_42892775_+|42895085_42895178_+|42895810_42896066_+|42896418_42896533_+|42897242_42897392_+|42903676_42903776_+|42907052_42907157_+|42913490_42913621_+|42917166_42917390_+|42918615_42918723_+|42920142_42920336_+|42921446_42921573_+|42924724_42924798_+|42925330_42925456_+|42927610_42927764_+|42933841_42934283_+|42935637_42935784_+|42938910_42939006_+|42946952_42947020_+|42947111_42947169_+|42949511_42949684_+|42953216_42953317_+|42955736_42955881_+|42962075_42962164_+|42963130_42963364_+
53455at314145	Single	OW443381.1	22629858	22718611	+	2216	362	0.9193	1.0	0	53455at314145_9823_0:004245	22629859_22630117_+|22673863_22674042_+|22694721_22694832_+|22699379_22699520_+|22700680_22700859_+|22703390_22703527_+|22713551_22713674_+|22718409_22718614_+
53457at314145	Single	OW443369.1	85742355	85755722	+	2180	366	0.9116	1.0	0	53457at314145_109478_0:0012eb	85742356_85743124_+|85751166_85751321_+|85755328_85755725_+
53465at314145	Single	OW443362.1	84829278	84864243	-	1986	266	0.7991	1.0	0	53465at314145_9796_0:0031d1	84863214_84864243_-|84832616_84832816_-|84829276_84829427_-
53466at314145	Single	OW443379.1	18977187	18982866	+	1941	406	0.8107	0.9911699779249448	0	53466at314145_9365_0:002660	18977188_18977349_+|18978707_18978938_+|18979233_18979318_+|18979561_18979769_+|18980288_18980405_+|18980906_18981047_+|18981683_18981849_+|18982277_18982376_+|18982736_18982866_+
53478at314145	Single	OW443371.1	3623091	3664114	+	2182	384	0.863	1.0	0	53478at314145_9925_0:0010e8	3623092_3623132_+|3641541_3641592_+|3650784_3651018_+|3651658_3651834_+|3657121_3657254_+|3657630_3657827_+|3660381_3660493_+|3660781_3660895_+|3662786_3662884_+|3663253_3663424_+|3663984_3664117_+
53479at314145	Single	OW443379.1	40606353	40625932	+	2250	391	0.9356	1.0	0	53479at314145_109478_0:003270	40606354_40606592_+|40618372_40618478_+|40620413_40620443_+|40621374_40621500_+|40622141_40622225_+|40623030_40623167_+|40624213_40624295_+|40624942_40625074_+|40625478_40625935_+
53493at314145	Single	OW443378.1	52912600	52928109	-	1882	405	0.7964	0.7673611111111112	0	53493at314145_132908_0:0005c5	52927954_52928109_-|52921740_52921952_-|52919760_52919919_-|52912601_52913391_-
53496at314145	Single	OW443380.1	17395121	17418637	+	2451	440	0.895	1.0	0	53496at314145_43346_0:003045	17395122_17395189_+|17396464_17396678_+|17396769_17396867_+|17396976_17397071_+|17397730_17397860_+|17406555_17406641_+|17407685_17407831_+|17409532_17409638_+|17410970_17411362_+|17415897_17415982_+|17417982_17418022_+|17418482_17418640_+
53499at314145	Single	OW443368.1	52975252	53063275	-	3821	605	0.9492	1.0	0	53499at314145_118797_0:001ad3	53062365_53063275_-|53004398_53004611_-|53001895_53002091_-|52975250_52976231_-
534at314145	Single	OW443376.1	64307523	64398574	-	18609	3502	0.9883	1.0	0	534at314145_9938_0:0018d9	64398489_64398574_-|64375082_64375245_-|64374405_64374560_-|64372419_64372570_-|64370873_64370931_-|64369666_64369879_-|64366910_64367035_-|64366442_64366514_-|64365262_64365359_-|64363802_64363975_-|64361745_64361969_-|64360073_64360174_-|64359190_64359459_-|64357539_64357669_-|64356861_64357022_-|64356305_64356423_-|64355749_64355836_-|64355557_64355658_-|64355027_64355167_-|64354234_64354433_-|64353640_64353836_-|64353310_64353471_-|64351689_64351843_-|64349850_64349992_-|64349498_64349699_-|64346552_64346661_-|64345736_64345883_-|64345191_64345350_-|64344245_64344365_-|64340825_64341073_-|64340211_64340495_-|64338917_64339061_-|64338313_64338451_-|64337168_64337398_-|64336881_64337058_-|64336057_64336218_-|64335060_64335277_-|64334604_64334758_-|64332738_64332960_-|64330028_64330274_-|64329360_64329589_-|64328219_64328467_-|64327597_64327735_-|64327408_64327517_-|64327061_64327279_-|64325614_64325804_-|64324714_64324886_-|64324285_64324564_-|64323562_64323834_-|64323099_64323333_-|64322711_64322937_-|64320249_64320399_-|64319957_64320146_-|64319292_64319761_-|64317055_64317192_-|64315548_64315700_-|64313928_64314107_-|64312762_64312989_-|64311607_64311818_-|64311339_64311445_-|64310077_64310256_-|64309892_64309998_-|64307521_64307598_-
53511at314145	Single	OW443371.1	81798915	81829984	+	2160	389	0.9184	0.9827956989247312	1	53511at314145_9615_0:00285e	81798916_81799161_+|81801109_81801226_+|81801811_81801879_+|81802749_81802872_+|81804066_81804201_+|81804294_81804350_+|81814393_81814491_+|81814587_81814665_+|81820005_81820176_+|81821653_81821791_+|81829858_81829987_+
53517at314145	Single	OW443376.1	52100935	52111589	-	1660	313	0.792	1.0	0	53517at314145_42254_0:000d55	52111343_52111589_-|52110621_52110712_-|52110199_52110322_-|52100936_52101660_-
5351at314145	Single	OW443381.1	5697639	5766119	+	7223	1255	0.9193	1.0	0	5351at314145_42254_0:0015f0	5697640_5698314_+|5706828_5706899_+|5707266_5707428_+|5718052_5718206_+|5719717_5720232_+|5722371_5722497_+|5726010_5726110_+|5728243_5728288_+|5731226_5731356_+|5731730_5731858_+|5732495_5732621_+|5739576_5739773_+|5740237_5740410_+|5744881_5745027_+|5748305_5748461_+|5753614_5753816_+|5754520_5754632_+|5755217_5755486_+|5761188_5761304_+|5762952_5763093_+|5764587_5764693_+|5765248_5765452_+|5765881_5766122_+
53521at314145	Single	OW443371.1	71122510	71150375	-	1641	306	0.8191	1.0	0	53521at314145_186990_0:0043ef	71150364_71150375_-|71149893_71150013_-|71141038_71141196_-|71139747_71139824_-|71139552_71139665_-|71132469_71132579_-|71130938_71131045_-|71127924_71128028_-|71127469_71127672_-|71125762_71125854_-|71122508_71122533_-
53528at314145	Single	OW443368.1	13126089	13133128	+	2246	357	0.9953	1.0	0	53528at314145_118797_0:001cd0	13126090_13126203_+|13126785_13126880_+|13127212_13127298_+|13128188_13128340_+|13128450_13128548_+|13128628_13128717_+|13129188_13129320_+|13130114_13130196_+|13130311_13130417_+|13130505_13130680_+|13132998_13133131_+
53529at314145	Single	OW443378.1	28562641	28576224	+	2165	379	0.9534	1.0	0	53529at314145_29078_0:00179b	28562642_28562992_+|28565845_28565967_+|28569186_28569357_+|28575584_28576227_+
53533at314145	Single	OW443376.1	7044621	7050655	+	1776	360	0.7571	0.9881796690307328	0	53533at314145_32536_0:0014be	7044622_7045591_+|7046532_7046627_+|7050450_7050655_+
53542at314145	Single	OW443371.1	50987908	51012703	-	2213	415	0.9596	1.0	0	53542at314145_32536_0:003211	51012469_51012703_-|51000734_51001019_-|50987906_50988722_-
53550at314145	Single	OW443368.1	93593975	93602697	-	2324	389	0.9717	1.0	0	53550at314145_118797_0:002dbd	93602527_93602697_-|93602184_93602345_-|93601653_93601743_-|93601204_93601274_-|93600469_93600555_-|93600190_93600312_-|93599778_93599825_-|93599554_93599620_-|93599066_93599136_-|93598315_93598404_-|93597741_93597851_-|93596984_93597070_-|93594926_93594991_-|93593973_93594107_-
53554at314145	Single	OW443378.1	58529621	58585243	-	2261	352	0.9304	1.0	0	53554at314145_143302_0:0013fb	58584832_58585243_-|58581507_58581707_-|58529619_58530418_-
5355at314145	Single	OW443364.1	34940660	35016418	+	7033	1294	0.8852	1.0	0	5355at314145_109478_0:001496	34940661_34940744_+|34942971_34943105_+|34944578_34944721_+|34945396_34945577_+|34946809_34947005_+|34948455_34948634_+|34949360_34949520_+|34951230_34951393_+|34951542_34951792_+|34977515_34977858_+|34978509_34978681_+|34982685_34982896_+|34984364_34984650_+|34991100_34991273_+|34991366_34991475_+|34994059_34994182_+|34994775_34994921_+|34995039_34995141_+|34996731_34996923_+|34998329_34998549_+|34999348_34999514_+|34999753_34999864_+|35001737_35001900_+|35002433_35002570_+|35005319_35005408_+|35005546_35005707_+|35016278_35016421_+
53561at314145	Single	OW443368.1	42300417	42372243	+	2367	380	0.9581	0.9445544554455445	0	53561at314145_29073_0:004921	42300418_42300503_+|42349036_42349232_+|42351262_42351547_+|42354196_42354298_+|42355794_42355914_+|42365793_42365990_+|42368513_42368623_+|42371936_42372246_+
53571at314145	Single	OW443368.1	77549796	77653774	+	2074	253	0.9851	1.0	0	53571at314145_9938_0:00437c	77549797_77549862_+|77552687_77552937_+|77598599_77598714_+|77619587_77619700_+|77634981_77635162_+|77648018_77648148_+|77651551_77651663_+|77653539_77653777_+
53588at314145	Single	OW443368.1	30750392	30800302	-	1382	222	0.9309	1.0	0	53588at314145_9646_0:001f1c	30800106_30800302_-|30774967_30775072_-|30769788_30769984_-|30752282_30752448_-|30750390_30750550_-
53597at314145	Single	OW443374.1	53514887	53531065	+	1846	358	0.8665	1.0	0	53597at314145_143302_0:0015ea	53514888_53514992_+|53516249_53516366_+|53518707_53518905_+|53520548_53520657_+|53523334_53523470_+|53525590_53525736_+|53527184_53527255_+|53527790_53527861_+|53530835_53531068_+
53600at314145	Single	OW443379.1	23534663	23547357	-	1872	304	0.8914	0.9826302729528535	0	53600at314145_29073_0:001cc4	23547183_23547357_-|23546459_23546509_-|23544850_23544928_-|23540411_23540503_-|23538979_23539094_-|23538283_23538463_-|23537257_23537366_-|23536693_23536774_-|23536127_23536186_-|23534664_23534904_-
53610at314145	Single	OW443369.1	12399056	12478176	-	1976	341	0.8907	1.0	0	53610at314145_143302_0:000b6f	12478076_12478176_-|12451318_12451357_-|12448421_12448500_-|12443254_12443329_-|12437713_12437805_-|12435965_12435997_-|12434540_12434634_-|12429617_12429686_-|12417245_12417324_-|12414289_12414346_-|12409760_12409907_-|12409199_12409293_-|12402678_12402748_-|12400629_12400713_-|12399054_12399191_-
53619at314145	Single	OW443362.1	19468248	19472434	+	1943	370	0.8259	1.0	0	53619at314145_109478_0:001956	19468249_19468314_+|19469273_19469578_+|19471256_19471355_+|19471468_19471640_+|19471739_19472437_+
53641at314145	Single	OW443371.1	47389423	47444517	+	2129	387	0.8524	0.9446640316205533	0	53641at314145_30538_0:004049	47389424_47389640_+|47433096_47433239_+|47436966_47437784_+|47444255_47444517_+
53653at314145	Single	OW443381.1	2107188	2122819	-	2107	371	0.9147	1.0	0	53653at314145_9615_0:0029cd	2122688_2122819_-|2120555_2120599_-|2111180_2111289_-|2109746_2110628_-|2107186_2107320_-
53674at314145	Single	OW443362.1	7243636	7255272	+	1898	329	0.9273	1.0	0	53674at314145_9691_0:003dd8	7243637_7243879_+|7244122_7244190_+|7244286_7244424_+|7250719_7250797_+|7250922_7251037_+|7254199_7254337_+|7254571_7254646_+|7254863_7255033_+|7255123_7255275_+
53676at314145	Single	OW443360.1	52048731	52073394	-	2118	274	0.9804	1.0	0	53676at314145_109478_0:003da7	52073018_52073394_-|52067728_52067814_-|52064053_52064162_-|52054130_52054301_-|52053721_52053912_-|52051479_52051538_-|52048729_52048960_-
53689at314145	Single	OW443363.1	40190996	40233036	-	2187	403	0.9763	0.8389662027833003	0	53689at314145_42254_0:002e95	40232909_40233036_-|40227060_40227156_-|40222082_40222179_-|40219516_40219655_-|40209723_40209781_-|40207927_40208009_-|40206083_40206170_-|40203403_40203471_-|40200482_40200634_-|40198783_40198902_-|40196615_40196718_-|40190994_40191123_-
53708at314145	Single	OW443372.1	42356774	42396752	+	2323	389	0.9763	1.0	0	53708at314145_186990_0:003542	42356775_42357062_+|42381597_42381761_+|42383327_42383350_+|42386997_42387172_+|42388155_42388320_+|42390695_42390790_+|42391453_42391617_+|42393737_42393917_+|42396625_42396755_+
53725at314145	Single	OW443360.1	100135817	100142912	+	2550	421	0.9814	1.0	0	53725at314145_419612_0:0000eb	100135818_100135987_+|100136724_100136952_+|100137687_100137729_+|100138083_100138149_+|100138325_100138441_+|100139250_100139416_+|100140637_100140731_+|100141368_100141497_+|100141602_100141684_+|100141842_100141921_+|100142104_100142194_+|100142730_100142915_+
53726at314145	Single	OW443370.1	38028403	38033957	-	2513	411	0.9782	1.0	0	53726at314145_118797_0:0039d5	38033857_38033957_-|38033685_38033766_-|38033396_38033511_-|38032750_38032823_-|38032575_38032667_-|38032414_38032495_-|38031237_38031319_-|38031096_38031154_-|38030766_38030930_-|38030605_38030684_-|38030232_38030332_-|38029879_38030003_-|38029638_38029782_-|38028594_38028697_-|38028401_38028505_-
53738at314145	Single	OW443370.1	103316577	103326235	+	2510	446	0.8831	1.0	1	53738at314145_310752_0:0014f5	103316578_103316745_+|103321538_103321622_+|103321786_103321799_+|103322423_103322497_+|103322595_103322662_+|103325021_103326238_+
5374at314145	Single	OW443379.1	29058831	29075283	-	8219	1620	0.7927	1.0	0	5374at314145_9365_0:0043ca	29075186_29075283_-|29072774_29072873_-|29072283_29072437_-|29072046_29072172_-|29071166_29071291_-|29070927_29070965_-|29070638_29070799_-|29070450_29070557_-|29070158_29070253_-|29069073_29069195_-|29068246_29068392_-|29067775_29067929_-|29067443_29067612_-|29067048_29067205_-|29065541_29065719_-|29065315_29065453_-|29064990_29065183_-|29064290_29064440_-|29063449_29063532_-|29063194_29063304_-|29062996_29063088_-|29058829_29062266_-
53759at314145	Fragmented	OW443373.1	89327464	89335462	-	641	153	0.7965	0.378076062639821	0	53759at314145_310752_0:00427a	89335430_89335462_-|89333392_89333447_-|89331237_89331328_-|89329760_89329887_-|89328475_89328554_-|89327465_89327590_-
53768at314145	Single	OW443376.1	11790825	11855474	-	2120	328	0.9292	0.9929742388758782	0	53768at314145_109478_0:001afe	11855412_11855474_-|11810170_11810260_-|11807176_11807276_-|11804318_11804416_-|11798924_11799061_-|11794903_11795112_-|11794350_11794511_-|11793754_11793977_-|11790826_11791009_-
53775at314145	Single	OW443374.1	82896216	82908020	-	1633	380	0.7706	0.5777166437414031	0	53775at314145_59463_0:004540	82907825_82908020_-|82904494_82904718_-|82904295_82904390_-|82901642_82901769_-|82900367_82900489_-|82899585_82899713_-|82898675_82898788_-|82897744_82897888_-|82896217_82896365_-
53780at314145	Single	OW443362.1	126407138	126408467	+	2159	399	0.9074	1.0	0	53780at314145_73337_0:000648	126407139_126408467_+
53794at314145	Single	OW443360.1	100741096	100748506	-	2060	332	0.9044	1.0	1	53794at314145_9646_0:00271c	100748443_100748506_-|100747089_100747234_-|100746869_100746913_-|100746340_100746449_-|100744764_100745564_-|100741094_100741264_-
53812at314145	Single	OW443369.1	12312623	12334567	-	2907	473	0.972	1.0	0	53812at314145_118797_0:003add	12334214_12334567_-|12329315_12329511_-|12327497_12327548_-|12325300_12325472_-|12323608_12323729_-|12318088_12318234_-|12317315_12317422_-|12317097_12317182_-|12316166_12316336_-|12314408_12314550_-|12312621_12312777_-
53815at314145	Single	OW443379.1	39104837	39129756	-	2233	495	0.7661	0.9778156996587031	0	53815at314145_34882_0:003993	39129708_39129756_-|39122131_39122285_-|39118727_39118912_-|39118054_39118104_-|39117211_39117298_-|39115961_39116034_-|39113867_39113900_-|39112374_39112419_-|39109949_39110065_-|39106618_39106726_-|39106355_39106479_-|39104838_39105501_-
53858at314145	Single	OW443368.1	95534661	95539120	-	2234	421	0.9468	1.0	0	53858at314145_109478_0:000333	95538973_95539120_-|95537873_95538105_-|95537313_95537556_-|95536660_95536818_-|95536329_95536414_-|95535700_95535813_-|95535437_95535502_-|95534936_95535074_-|95534659_95534825_-
53872at314145	Single	OW443366.1	24299875	24370726	+	2034	387	0.9165	0.913135593220339	0	53872at314145_59463_0:004182	24299876_24299983_+|24302958_24303052_+|24323592_24323685_+|24324257_24324329_+|24340459_24340591_+|24348221_24348350_+|24351966_24352055_+|24357522_24357629_+|24359767_24359862_+|24360221_24360317_+|24361419_24361473_+|24365591_24365708_+|24370637_24370726_+
53877at314145	Single	OW443376.1	49981944	49990547	-	2184	361	0.8369	1.0	0	53877at314145_9646_0:001e0b	49990449_49990547_-|49984433_49985088_-|49983195_49983703_-|49982691_49982821_-|49981942_49982140_-
53893at314145	Single	OW443371.1	92961386	92987552	-	2549	405	0.8903	1.0	1	53893at314145_291302_0:000668	92987502_92987552_-|92986331_92986406_-|92985540_92985626_-|92984993_92985054_-|92976794_92976865_-|92976454_92976570_-|92975487_92975633_-|92965791_92966021_-|92965019_92965360_-|92962709_92962867_-|92962169_92962376_-|92961660_92961703_-|92961384_92961459_-
53894at314145	Single	OW443376.1	70540861	70554510	+	2251	443	0.7788	1.0	0	53894at314145_109478_0:002525	70540862_70540910_+|70543680_70543782_+|70546802_70547001_+|70549368_70549513_+|70550155_70550332_+|70550795_70550891_+|70551885_70551969_+|70553749_70554513_+
53897at314145	Single	OW443361.1	125781869	125795431	+	2993	556	0.9338	1.0	0	53897at314145_143302_0:004123	125781870_125781944_+|125788974_125789216_+|125790128_125790388_+|125790735_125790965_+|125792376_125792456_+|125792829_125793572_+|125794558_125794721_+|125795374_125795434_+
53903at314145	Single	OW443368.1	12062798	12089257	-	1988	327	0.9471	1.0	0	53903at314145_109478_0:004a61	12089139_12089257_-|12082310_12082445_-|12081799_12081870_-|12081566_12081629_-|12080763_12080856_-|12080466_12080543_-|12079724_12079865_-|12079034_12079170_-|12064302_12064395_-|12063965_12064030_-|12063305_12063382_-|12062796_12062909_-
5390at314145	Single	OW443372.1	81473798	81579478	-	6926	1317	0.8752	1.0	0	5390at314145_143302_0:00025d	81579402_81579478_-|81562523_81562602_-|81537121_81537260_-|81536937_81537007_-|81535331_81535504_-|81532417_81532543_-|81531656_81531809_-|81527640_81527717_-|81523523_81523572_-|81517480_81517635_-|81503552_81503625_-|81502058_81502212_-|81499480_81501841_-|81497801_81497967_-|81496592_81496683_-|81495995_81496092_-|81493488_81493639_-|81491777_81491887_-|81480291_81480404_-|81473796_81474001_-
53916at314145	Single	OW443374.1	62244159	62255096	-	1903	290	0.8287	1.0	2	53916at314145_9402_0:0043ab	62254703_62255096_-|62253066_62253256_-|62250909_62251031_-|62250433_62250619_-|62248436_62248603_-|62246313_62246394_-|62244157_62244386_-
53928at314145	Single	OW443370.1	77007230	77031256	-	2000	352	0.8509	1.0	0	53928at314145_9823_0:0028b9	77031148_77031256_-|77026554_77026675_-|77025966_77026110_-|77024335_77024428_-|77021855_77021923_-|77021180_77021306_-|77020224_77020337_-|77018995_77019086_-|77017661_77017831_-|77007784_77007932_-|77007231_77007346_-
5392at314145	Single	OW443361.1	117821919	117925151	-	7426	1274	0.9208	0.9810606060606061	0	5392at314145_225400_0:0046ab	117925039_117925151_-|117922046_117922148_-|117911965_117912117_-|117909631_117909711_-|117907969_117908117_-|117899626_117899745_-|117896346_117896499_-|117894927_117895462_-|117888717_117888823_-|117887951_117888108_-|117876873_117877072_-|117876639_117876725_-|117875713_117875782_-|117873129_117873212_-|117871241_117871363_-|117869268_117869372_-|117867348_117867405_-|117866325_117866404_-|117863197_117863298_-|117856584_117856637_-|117854037_117854273_-|117852532_117852607_-|117851778_117851899_-|117848978_117849027_-|117847664_117847832_-|117846624_117846740_-|117844991_117845056_-|117841933_117842103_-|117841369_117841503_-|117838285_117838392_-|117837566_117837694_-|117835897_117835983_-|117829879_117829991_-|117826924_117826982_-|117825911_117826008_-|117824579_117824647_-|117824126_117824170_-|117822663_117822781_-|117821917_117821974_-
53937at314145	Single	OW443371.1	3550285	3557039	+	2010	389	0.9129	0.9507829977628636	0	53937at314145_419612_0:0015b1	3550286_3550433_+|3551455_3551597_+|3553241_3553361_+|3553586_3553742_+|3554343_3554433_+|3554536_3554619_+|3554816_3555001_+|3555625_3555864_+|3556938_3557042_+
53942at314145	Single	OW443374.1	71630550	71648391	+	2300	436	0.978	0.9498956158663883	0	53942at314145_9713_0:001a53	71630551_71630854_+|71632446_71632540_+|71633622_71633735_+|71635827_71636048_+|71637597_71637694_+|71638630_71638744_+|71641276_71641383_+|71642765_71642875_+|71643556_71643695_+|71648334_71648394_+
53945at314145	Single	OW443373.1	70553585	70558302	-	2247	419	0.9889	0.9452631578947368	0	53945at314145_9713_0:00484b	70558228_70558302_-|70557082_70557199_-|70556496_70556560_-|70556105_70556215_-|70555903_70555993_-|70555657_70555744_-|70555343_70555412_-|70554955_70555047_-|70554655_70554858_-|70554391_70554516_-|70554150_70554227_-|70553923_70553997_-|70553789_70553830_-|70553583_70553696_-
53956at314145	Single	OW443360.1	124560950	124584451	-	2355	368	0.9913	0.868421052631579	0	53956at314145_109478_0:00390c	124584356_124584451_-|124577246_124577308_-|124576383_124576510_-|124574248_124574362_-|124571037_124571255_-|124570637_124570750_-|124569830_124569901_-|124564750_124564862_-|124563494_124563591_-|124562238_124562401_-|124560948_124561154_-
53974at314145	Single	OW443366.1	113592751	113602684	+	1942	330	0.9838	1.0	0	53974at314145_310752_0:003fd6	113592752_113592802_+|113593405_113593466_+|113593621_113593720_+|113594588_113594670_+|113596438_113596597_+|113599476_113599686_+|113600198_113600361_+|113601296_113601456_+|113601651_113601708_+|113602622_113602687_+
