contig	length	mean.cov	median.cov	gc	uniq.kmer	Ns	n.ratio
Utg636420	136022	7.421052632	4	44.13	0.776275652	67049	0.492927615
Utg634618	135395	6.407079646	5	44.14	0.856502242	69111	0.510439824
Utg637584	134651	13.53451327	9	44.07	0.774004611	66168	0.491403703
Utg635564	133867	17.68786127	10	44.25	0.198689011	71103	0.531146586
Utg636542	133341	34.81364829	32	44.13	0.416042099	66176	0.496291463
Utg637752	133240	127.5991189	40	50.9	0.616980137	50853	0.381664665
Utg636276	132568	77.55668016	52	40.86	0.992666956	73182	0.552033673
Utg635282	131542	11.8597561	8	44.29	0.757219251	69733	0.530119658
Utg638124	131155	30.54581673	28	44.14	0.793083607	65787	0.501597347
Utg636246	130669	1.71875	1	44.04	0.162327095	64296	0.492052438
Utg637728	129680	42.53027523	29	44.61	0.592707176	71850	0.554056138
Utg636494	129351	22.77319588	18	46.84	0.385041551	59747	0.461898246
Utg635502	127937	25.66361974	25	37.01	0.95781572	81579	0.637649781
Utg637226	127468	38.04989154	13	44.33	0.354483353	66599	0.522476229
Utg637900	126921	156.2582418	26	44.26	0.764632052	66489	0.5238613
Utg637144	126655	12.18766067	6	44.14	0.125341973	64130	0.50633611
Utg638286	125951	4.747104247	4	44.32	0.206951552	61016	0.484442363
Utg637238	123837	15.98713235	16	44.05	0.623230844	61387	0.495708068
Utg636722	123723	7.162561576	5	44.08	0.454261752	60921	0.492398341
Utg636796	122985	113.182	100	44.34	0.380118787	61131	0.497060617
Utg635700	122933	17.74449339	6	44.18	0.162142035	62589	0.50913099
Utg637570	121691	9.21659919	5	44.09	0.812692462	61768	0.507580676
Utg636258	121589	183.5049116	109	44.23	0.316253044	58524	0.481326436
Utg636792	121570	92.6416185	104	49.29	0.986328141	60246	0.49556634
Utg636390	121569	22.72857143	20	44.03	0.444002274	57244	0.470876622
Utg637408	121276	7.725446429	3	44.16	0.637639553	65605	0.540956166
Utg636474	121204	29.04397706	19	44.22	0.761832061	61819	0.510040923
Utg636298	121025	37.77354709	43	40.89	0.934958308	73214	0.604949391
Utg636666	121010	196.9501916	99.5	44.28	0.485606313	64097	0.529683497
Utg635940	120854	16.8028169	13	44.18	0.210841098	60973	0.504517848
Utg635932	120408	54.84196185	6	44.17	0.247244722	58654	0.487127101
Utg638064	120237	11.80327869	10	44.33	0.18616145	60720	0.50500262
Utg636652	119920	43.70120482	17	49.81	0.484390735	47872	0.399199466
Utg637078	118796	22.14435146	23	40.85	0.933675145	71810	0.604481632
Utg636136	118711	33.24505929	25	37.66	0.982959186	93469	0.787365956
Utg636034	117973	51.38429752	51	39.48	0.9797487	74449	0.631068126
Utg638902	115096	2.551515152	2	44.09	0.299677135	58291	0.506455481
Utg638578	112620	45.92703863	40	44.3	0.73725096	56159	0.498659208
Utg636968	112399	2.514492754	2	44.02	0.467391304	54466	0.484577265
Utg636914	111776	51.35087719	49	39.8	0.986382793	65773	0.5884358
Utg635388	111130	10.53864734	4	44.2	0.867444228	54524	0.490632592
Utg636360	111014	19.37017995	7	48.57	0.456651408	51116	0.46044643
Utg636280	110957	23.24435318	23	38.88	0.952157417	83426	0.751876853
Utg635416	109233	10.87767584	4	44.16	0.354150758	55111	0.50452702
Utg636752	109046	10.20916905	4	44.04	0.426919721	53124	0.487170552
Utg637792	108779	79.08686441	58.5	40.06	0.981091094	61295	0.563481922
Utg636282	107391	43.04157549	47	45.74	0.892863499	50801	0.47304709
Utg637864	105750	145.25	127	35.57	0.995596767	60828	0.575205674
Utg638238	105485	10.35679612	5	44.06	0.403833866	53104	0.503427028
Utg636888	105351	47.88179669	23	44.14	0.332792866	52188	0.495372612
Utg638682	105198	15.03881279	13	45.57	0.541596355	47629	0.452755756
Utg637616	105024	46.19026549	48	37.04	0.986942066	63172	0.601500609
Utg636908	104331	31.13333333	22	47.49	0.711772467	44891	0.430274798
Utg635084	103465	87.73350254	52	47.02	0.92836072	40309	0.389590683
Utg636760	103395	45.63072776	53	36.79	0.990043328	74393	0.719502877
Utg636042	102963	12.09975669	10	44.36	0.110358326	50626	0.49169119
Utg636036	102577	41.98423423	45	38.07	0.985357519	60196	0.586837205
Utg636864	102406	21.62895928	21	36.88	0.960524414	72334	0.706345331
Utg636452	101883	12.97859327	10	43.97	0.27660152	52529	0.515581599
Utg637726	101010	7.057894737	6	44.12	0.424397526	50514	0.5000891
Utg637398	100628	31.81113801	26	44.2	0.415007736	49825	0.495140518
Utg635788	100557	13.75706215	11	44.35	0.225733182	49199	0.489264795
Utg637786	100069	19.3373494	20	34.44	0.993343538	53544	0.535070801
Utg636080	99108	16.82242991	19	43.99	0.472762357	48580	0.490172337
Utg636526	98999	31.93564356	18	44.01	0.55290007	48863	0.493570642
Utg637218	98804	16.3276699	17	40.34	0.991946103	68573	0.694030606
Utg637222	97410	38.02233251	44	41.78	0.995344228	64164	0.658700339
Utg636562	97132	7.994750656	3	45.86	0.684446254	44542	0.45857184
Utg634884	96660	10.6137931	5	44.09	0.434337349	48355	0.500258639
Utg636994	96572	70.984	56	43.31	0.900716019	41471	0.429430891
Utg637138	96306	18.57701711	17	43.71	0.692267081	49751	0.516592943
Utg637194	95639	10.54775281	6.5	44.15	0.465788949	47672	0.498457742
Utg635738	95226	21.7038961	24	38.4	0.982868163	70733	0.742790834
Utg634834	95036	142.75	57.5	47.67	0.921443919	41608	0.437813039
Utg638678	94472	15.75078864	14	44.15	0.17617866	47656	0.504445762
Utg637590	94347	6.13559322	4	44.09	0.320801233	48182	0.510689264
Utg636370	94138	14.7146402	10	44.29	0.227283331	47098	0.500308058
Utg637472	93972	50.10714286	54	38.94	0.995370072	51941	0.552728472
Utg636060	93306	119.202934	91	40.61	0.969597927	47788	0.512164277
Utg635842	93284	26.83792049	10	44.18	0.820190506	47353	0.507621886
Utg635736	92335	6.068571429	4	44.12	0.428719651	46633	0.505041425
Utg636658	91567	71.24734043	49	44.45	0.943474659	47300	0.516561643
Utg635336	90403	1.368421053	1	44.08	0.501757675	44115	0.487981594
Utg637756	87934	5.607142857	4	62.31	0.883478682	20245	0.23022949
Utg636956	85568	11.36721311	5	44.16	0.796594134	43313	0.506182218
Utg637436	85523	43.65555556	44	36.7	0.98263694	73875	0.86380272
Utg636626	84177	34.45205479	11.5	44.15	0.269605037	38940	0.462596671
Utg637996	84125	38.73816156	33	44.53	0.994742893	50090	0.595423477
Utg635606	83758	37.33333333	44	37.46	0.988775991	52786	0.630220397
Utg635358	82322	7.169565217	1	62.7	0.89810597	15587	0.189341853
Utg635894	81806	26.6996997	24	43.77	0.483789077	41732	0.510133731
Utg638156	81267	63.2972973	64	43.21	0.997305582	41214	0.507143121
Utg635902	78730	14.24776119	7	44.12	0.408137478	39299	0.499161692
Utg635764	78657	57.50986842	57	35.46	0.84144085	50492	0.641926338
Utg636862	78071	91.42274052	85	45.44	0.792744479	39726	0.508844513
Utg635946	77307	43.67845659	43	40.79	0.442697914	31683	0.409833521
Utg636548	77195	21.59248555	23	42.34	0.997242599	43560	0.564285252
Utg635772	77186	74.6746988	64	43.57	0.992475398	27782	0.35993574
Utg637512	77035	13.79807692	10	44.38	0.764140697	41344	0.536691114
Utg637244	76344	2.316091954	2	44.08	0.327256689	36879	0.483063502
Utg635868	75916	49.37248322	52.5	52.58	0.510560634	20601	0.27136572
Utg634888	75739	56.76282051	50	40.88	0.986211989	52770	0.696734839
Utg636922	74696	1109.969388	56	41.69	0.931307928	26189	0.350607797
Utg637604	74654	7.128617363	3	44.07	0.405154639	37688	0.504835642
Utg637762	74057	73.10724638	56	43.92	0.983741516	38623	0.521530713
Utg637842	73927	90.05921053	36	62.37	0.858357924	17113	0.231485114
Utg637368	73626	8.456716418	7	44.05	0.419978518	36683	0.498234319
Utg637574	72697	10.00928793	9	44.12	0.269491986	36169	0.497530847
Utg638676	72381	4.455357143	2.5	44.11	0.409831461	35139	0.485472707
Utg637820	71325	12.60443038	11	44.19	0.811430438	36052	0.505460918
Utg635800	70217	45.82059801	28	37.86	0.924386878	49801	0.7092442
Utg637390	69749	6.893939394	2.5	44.13	0.454830287	33377	0.478530158
Utg636088	69469	9.930232558	7	44.05	0.333726763	33848	0.487238912
Utg636882	68156	4.131578947	3	44.03	0.313740172	33616	0.493221433
Utg635586	68055	49.69485294	50	35.91	0.995448769	38088	0.559664977
Utg636044	67438	31.23574144	30	42.31	0.989015778	37605	0.557623298
Utg636618	67155	12.18471338	10	44.11	0.170984456	33443	0.497997171
Utg636566	67074	30.66666667	36	38.03	0.995712208	46066	0.686793691
Utg637486	66311	49.08896797	51	40.93	0.986042806	38119	0.574851835
Utg636032	64624	284.7943548	24	41.37	0.920958018	42188	0.652822481
Utg636064	62994	3.54494382	4	44.1	0.142614601	31922	0.506746674
Utg638424	62731	21.45925926	22	35.33	0.989013652	51583	0.822288821
Utg635978	62454	14.02247191	17	44.08	0.635904831	32246	0.516316009
Utg636456	60363	37.35564854	44	38.41	0.990562711	35500	0.58810861
Utg635236	59832	18.48728814	17.5	52.28	0.823444144	18428	0.307995721
Utg635750	58308	14.93723849	6	44.41	0.144251369	28427	0.487531728
Utg635552	57543	20.21343874	22	38.09	0.971284635	43684	0.759154024
Utg636440	56554	24.79215686	24	39.53	0.998546975	33977	0.600788627
Utg636152	56014	190.3991597	56	40.47	0.854761038	32184	0.574570643
Utg638294	54710	35.91119691	41	37.28	0.978995997	32022	0.585304332
Utg638748	51811	42.98514851	46	40.39	0.996137272	30393	0.586612881
Utg637704	50797	22.73626374	15	43.95	0.453531599	26178	0.515345394
Utg635022	49089	25.5814978	26	39.78	0.976332351	32914	0.670496445
Utg637316	48780	27.1	10	62.51	0.79675425	11546	0.236695367
Utg636880	45065	22.23626374	23	39.22	0.995024765	33942	0.753178742
Utg636522	43571	26.56382979	24	38.2	0.937114673	31948	0.733239999
Utg636100	40175	15.97368421	10	43.97	0.521186441	21676	0.539539515
Utg637296	34793	44.04137931	47	39.17	0.989418299	12607	0.362343
Utg636086	24985	33.67708333	39	36.43	0.998553752	18804	0.752611567
