sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	contig_size
SAMPLE	Utg636448	no-zero-phased.vcf	1158	1068	40	0	1	1068	1068	1068	1068	1068	214495	214495	214495	214495	214495	1108	1081	1042	0.963898917	0.963922294	214495	214758
SAMPLE	Utg635452	no-zero-phased.vcf	963	799	3	0	1	799	799	799	799	799	284821	284821	284821	284821	284821	802	574	572	0.996259352	0.996515679	284821	297691
SAMPLE	Utg634554	no-zero-phased.vcf	11485	10653	87	0	6	143.5	1775.5	16	10079	10653	17233.5	725982.1667	1730	4279294	4355893	10740	8703	8638	0.991899441	0.992531311	4279294	4461223
SAMPLE	Utg635150	no-zero-phased.vcf	28904	28306	46	0	1	28306	28306	28306	28306	28306	12080955	12080955	12080955	12080955	12080955	28352	23568	23549	0.99837754	0.999193822	12080955	12093881
SAMPLE	Utg635474	no-zero-phased.vcf	645	375	2	0	15	10	25	2	154	375	42900	59617.13333	1716	168384	894257	377	233	233	0.99469496	1	84422	1349127
SAMPLE	Utg634712	no-zero-phased.vcf	3222	3194	5	0	1	3194	3194	3194	3194	3194	1531893	1531893	1531893	1531893	1531893	3199	2652	2651	0.998437012	0.999622926	1531893	1533455
SAMPLE	Utg637446	no-zero-phased.vcf	1608	1008	200	0	2	504	504	328	680	1008	55314.5	55314.5	55143	55486	110629	1208	1180	982	0.834437086	0.83220339	55143	153567
SAMPLE	Utg635262	no-zero-phased.vcf	22397	21999	32	0	1	21999	21999	21999	21999	21999	9301053	9301053	9301053	9301053	9301053	22031	18432	18417	0.998547501	0.999186198	9301053	9301872
SAMPLE	Utg635126	no-zero-phased.vcf	1238	890	202	0	4	263.5	222.5	59	304	890	14306	15006	4682	26730	60024	1092	1028	854	0.815018315	0.8307393	0	138294
SAMPLE	Utg635508	no-zero-phased.vcf	13618	13223	26	0	2	6611.5	6611.5	5314	7909	13223	2802560	2802560	2284169	3320951	5605120	13249	10919	10912	0.998037588	0.999358916	3320951	5629582
SAMPLE	Utg635386	no-zero-phased.vcf	90	78	3	0	9	6	8.666666667	3	19	78	41572	61536.88889	5329	150660	553832	81	2	2	0.962962963	1	49123	828671
SAMPLE	Utg636038	no-zero-phased.vcf	162	74	3	1	7	7	10.57142857	2	31	74	33012	65469.42857	6960	233089	458286	78	4	4	0.948717949	1	33012	810746
SAMPLE	Utg635034	no-zero-phased.vcf	3481	3442	3	0	1	3442	3442	3442	3442	3442	1587347	1587347	1587347	1587347	1587347	3445	2823	2821	0.999129173	0.999291534	1587347	1591393
SAMPLE	Utg634978	no-zero-phased.vcf	22749	22332	36	0	1	22332	22332	22332	22332	22332	8073153	8073153	8073153	8073153	8073153	22368	18688	18681	0.998390558	0.999625428	8073153	8074030
SAMPLE	Utg636142	no-zero-phased.vcf	1695	1639	2	0	1	1639	1639	1639	1639	1639	437373	437373	437373	437373	437373	1641	1416	1416	0.998781231	1	437373	440619
SAMPLE	Utg634794	no-zero-phased.vcf	2259	2084	7	0	1	2084	2084	2084	2084	2084	809290	809290	809290	809290	809290	2091	1717	1714	0.996652319	0.998252766	809290	812422
SAMPLE	Utg637222	no-zero-phased.vcf	413	410	1	0	1	410	410	410	410	410	78533	78533	78533	78533	78533	411	367	366	0.99756691	0.997275204	78533	97410
SAMPLE	Utg634584	no-zero-phased.vcf	27518	26723	48	0	1	26723	26723	26723	26723	26723	10569527	10569527	10569527	10569527	10569527	26771	22450	22431	0.998207015	0.999153675	10569527	10575693
SAMPLE	Utg634528	no-zero-phased.vcf	18035	17763	29	0	2	8881.5	8881.5	446	17317	17763	4039733.5	4039733.5	225185	7854282	8079467	17792	14794	14787	0.998370054	0.999526835	7854282	8109052
SAMPLE	Utg635568	no-zero-phased.vcf	874	864	1	0	1	864	864	864	864	864	356086	356086	356086	356086	356086	865	723	723	0.998843931	1	356086	361246
SAMPLE	Utg634844	no-zero-phased.vcf	23365	21489	57	0	1	21489	21489	21489	21489	21489	9342421	9342421	9342421	9342421	9342421	21546	18018	17994	0.997354497	0.998667999	9342421	9378186
SAMPLE	Utg635360	no-zero-phased.vcf	21233	20956	29	0	1	20956	20956	20956	20956	20956	7208743	7208743	7208743	7208743	7208743	20985	17698	17689	0.998618061	0.999491468	7208743	7222978
SAMPLE	Utg635128	no-zero-phased.vcf	7855	6111	11	0	3	1783	2037	66	4262	6111	711738	831972.3333	5785	1778394	2495917	6122	5164	5160	0.998203202	0.999225407	1778394	2552284
SAMPLE	Utg635292	no-zero-phased.vcf	717	682	2	0	14	9.5	48.71428571	2	534	682	74637.5	86288.14286	2317	176981	1208034	684	436	436	0.997076023	1	98054	1659022
SAMPLE	Utg635350	no-zero-phased.vcf	19600	19065	22	0	1	19065	19065	19065	19065	19065	8117516	8117516	8117516	8117516	8117516	19087	15858	15847	0.998847383	0.999306344	8117516	8133810
SAMPLE	Utg636922	no-zero-phased.vcf	222	79	0	0	1	79	79	79	79	79	65185	65185	65185	65185	65185	79	55	55	1	1	65185	74696
SAMPLE	Utg635634	no-zero-phased.vcf	77	71	0	0	8	6.5	8.875	4	22	71	48465.5	63906	29708	164734	511248	71	2	2	1	1	59014	715027
SAMPLE	Utg636532	no-zero-phased.vcf	1544	1457	1	0	1	1457	1457	1457	1457	1457	693969	693969	693969	693969	693969	1458	1152	1152	0.999314129	1	693969	697062
SAMPLE	Utg635470	no-zero-phased.vcf	8485	8355	12	0	1	8355	8355	8355	8355	8355	3007599	3007599	3007599	3007599	3007599	8367	7137	7133	0.998565794	0.99943954	3007599	3022316
SAMPLE	Utg634746	no-zero-phased.vcf	23663	23197	45	0	2	11598.5	11598.5	9212	13985	23197	5485253	5485253	4280318	6690188	10970506	23242	19293	19279	0.99806385	0.999274348	6690188	10976123
SAMPLE	Utg638124	no-zero-phased.vcf	771	465	172	0	2	232.5	232.5	217	248	465	58409	58409	33689	83129	116818	637	620	453	0.729984301	0.730645161	83129	131155
SAMPLE	Utg635478	no-zero-phased.vcf	28	22	3	0	5	4	4.4	3	7	22	7972	16601.2	2528	46814	83006	25	1	1	0.88	1	0	335917
SAMPLE	Utg636082	no-zero-phased.vcf	63	37	0	0	3	9	12.33333333	8	20	37	67537	56173.33333	2593	98390	168520	37	1	1	1	1	67537	226261
SAMPLE	Utg635260	no-zero-phased.vcf	6784	6502	7	0	1	6502	6502	6502	6502	6502	2909040	2909040	2909040	2909040	2909040	6509	5405	5402	0.998924566	0.999444958	2909040	2912789
SAMPLE	Utg635664	no-zero-phased.vcf	250	235	2	0	4	18.5	58.75	8	190	235	76326	81418	26555	146465	325672	237	173	173	0.991561181	1	69281	551182
SAMPLE	Utg636682	no-zero-phased.vcf	250	240	2	0	2	120	120	6	234	240	39665.5	39665.5	25664	53667	79331	242	185	184	0.991735537	0.994594595	0	175628
SAMPLE	Utg636278	no-zero-phased.vcf	3977	2557	896	0	11	125	232.4545455	2	1008	2557	22301	26643.90909	93	111308	293083	3453	3388	2514	0.740515494	0.742030697	22301	490201
SAMPLE	Utg636618	no-zero-phased.vcf	316	154	133	0	2	77	77	24	130	154	14598.5	14598.5	14348	14849	29197	287	280	147	0.536585366	0.525	0	67155
SAMPLE	Utg635342	no-zero-phased.vcf	13536	13092	11	0	2	6546	6546	7	13085	13092	1877123	1877123	71756	3682490	3754246	13103	11044	11042	0.999160498	0.999818906	3682490	3812277
SAMPLE	Utg637182	no-zero-phased.vcf	2642	1724	556	0	8	148.5	215.5	74	516	1724	16229.5	23840.125	6621	68291	190721	2280	2230	1691	0.756140351	0.758295964	17434	232280
SAMPLE	Utg635088	no-zero-phased.vcf	30616	29827	74	0	1	29827	29827	29827	29827	29827	11974809	11974809	11974809	11974809	11974809	29901	24559	24532	0.997525166	0.998900607	11974809	11977784
SAMPLE	Utg634530	no-zero-phased.vcf	9654	9532	14	0	1	9532	9532	9532	9532	9532	2971660	2971660	2971660	2971660	2971660	9546	8118	8113	0.998533417	0.999384085	2971660	2985146
SAMPLE	Utg634834	no-zero-phased.vcf	80	73	1	0	1	73	73	73	73	73	57462	57462	57462	57462	57462	74	60	60	0.986486486	1	57462	95036
SAMPLE	Utg637346	no-zero-phased.vcf	990	640	162	0	4	149.5	160	67	274	640	31329.5	43485.75	24077	87207	173943	802	780	621	0.798004988	0.796153846	36956	208625
SAMPLE	Utg635606	no-zero-phased.vcf	1209	345	0	0	2	172.5	172.5	131	214	345	29310	29310	4411	54209	58620	345	268	268	1	1	54209	83758
SAMPLE	Utg634626	no-zero-phased.vcf	16217	15772	22	0	1	15772	15772	15772	15772	15772	7955121	7955121	7955121	7955121	7955121	15794	13030	13024	0.998607066	0.999539524	7955121	7963650
SAMPLE	Utg635880	no-zero-phased.vcf	7023	6917	6	0	1	6917	6917	6917	6917	6917	2624614	2624614	2624614	2624614	2624614	6923	5717	5716	0.999133324	0.999825083	2624614	2691867
SAMPLE	Utg634534	no-zero-phased.vcf	34795	34278	68	0	1	34278	34278	34278	34278	34278	15204978	15204978	15204978	15204978	15204978	34346	28620	28597	0.998020148	0.999196366	15204978	15209197
SAMPLE	Utg636020	no-zero-phased.vcf	401	368	0	0	1	368	368	368	368	368	160991	160991	160991	160991	160991	368	295	295	1	1	160991	161245
SAMPLE	Utg637584	no-zero-phased.vcf	1187	912	208	0	5	40	182.4	13	690	912	5038	21456	2221	84752	107280	1120	1089	887	0.814285714	0.814508724	84752	134651
SAMPLE	Utg635116	no-zero-phased.vcf	6774	6585	10	0	1	6585	6585	6585	6585	6585	2674490	2674490	2674490	2674490	2674490	6595	5581	5577	0.9984837	0.999283283	2674490	2676539
SAMPLE	Utg637684	no-zero-phased.vcf	968	591	331	0	3	195	197	181	215	591	27437	29182.33333	21025	39085	87547	922	911	584	0.640997831	0.641053787	21025	138081
SAMPLE	Utg636788	no-zero-phased.vcf	2987	2924	5	0	1	2924	2924	2924	2924	2924	1242585	1242585	1242585	1242585	1242585	2929	2391	2388	0.998292933	0.998745295	1242585	1256784
SAMPLE	Utg635440	no-zero-phased.vcf	24831	24273	46	0	1	24273	24273	24273	24273	24273	10172285	10172285	10172285	10172285	10172285	24319	20434	20412	0.998108475	0.998923363	10172285	10176196
SAMPLE	Utg635178	no-zero-phased.vcf	6275	6153	13	0	1	6153	6153	6153	6153	6153	2661674	2661674	2661674	2661674	2661674	6166	5086	5083	0.997891664	0.999410145	2661674	2675421
SAMPLE	Utg637404	no-zero-phased.vcf	83	31	0	0	1	31	31	31	31	31	140037	140037	140037	140037	140037	31	4	4	1	1	140037	158424
SAMPLE	Utg635684	no-zero-phased.vcf	9447	9015	11	0	1	9015	9015	9015	9015	9015	3700506	3700506	3700506	3700506	3700506	9026	7731	7726	0.998781298	0.999353253	3700506	3702003
SAMPLE	Utg635432	no-zero-phased.vcf	47	29	0	0	2	14.5	14.5	7	22	29	60559.5	60559.5	16117	105002	121119	29	9	9	1	1	105002	149094
SAMPLE	Utg634808	no-zero-phased.vcf	19012	18751	25	0	1	18751	18751	18751	18751	18751	8593093	8593093	8593093	8593093	8593093	18776	15577	15570	0.998668513	0.99955062	8593093	8593646
SAMPLE	Utg634566	no-zero-phased.vcf	40825	39480	56	0	1	39480	39480	39480	39480	39480	17042573	17042573	17042573	17042573	17042573	39536	32922	32900	0.998583569	0.999331754	17042573	17046619
SAMPLE	Utg634798	no-zero-phased.vcf	12349	12191	18	0	1	12191	12191	12191	12191	12191	5358897	5358897	5358897	5358897	5358897	12209	10244	10236	0.998525678	0.999219055	5358897	5364127
SAMPLE	Utg635272	no-zero-phased.vcf	16026	15559	28	0	2	7779.5	7779.5	1823	13736	15559	3490450.5	3490450.5	894258	6086643	6980901	15587	12770	12763	0.998203631	0.99945184	6086643	7010664
SAMPLE	Utg637008	no-zero-phased.vcf	1838	1540	151	0	3	439	513.3333333	404	697	1540	133928	121607.3333	51281	179613	364822	1691	1648	1517	0.910703726	0.920509709	133928	408290
SAMPLE	Utg635048	no-zero-phased.vcf	33775	32752	59	0	1	32752	32752	32752	32752	32752	13656893	13656893	13656893	13656893	13656893	32811	27050	27032	0.998201823	0.999334566	13656893	13671307
SAMPLE	Utg634972	no-zero-phased.vcf	13302	12956	22	0	2	6478	6478	1299	11657	12956	2303068.5	2303068.5	462181	4143956	4606137	12978	10979	10972	0.998304824	0.999362419	4143956	4611149
SAMPLE	Utg635682	no-zero-phased.vcf	39	31	3	0	6	4.5	5.166666667	2	10	31	36052	36088	2	87631	216528	34	2	1	0.911764706	0.5	0	477796
SAMPLE	Utg635016	no-zero-phased.vcf	21544	21185	37	0	2	10592.5	10592.5	3800	17385	21185	4487461.5	4487461.5	1526536	7448387	8974923	21222	17694	17680	0.998256526	0.999208771	7448387	9035047
SAMPLE	Utg635278	no-zero-phased.vcf	1862	1836	4	0	1	1836	1836	1836	1836	1836	1269264	1269264	1269264	1269264	1269264	1840	1515	1514	0.997826087	0.999339934	1269264	1277487
SAMPLE	Utg634552	no-zero-phased.vcf	18658	18328	36	0	1	18328	18328	18328	18328	18328	7329528	7329528	7329528	7329528	7329528	18364	15437	15426	0.998039643	0.999287426	7329528	7341270
SAMPLE	Utg635852	no-zero-phased.vcf	411	275	4	0	2	137.5	137.5	33	242	275	139149	139149	28173	250125	278298	279	232	230	0.985663082	0.99137931	250125	312271
SAMPLE	Utg635486	no-zero-phased.vcf	1980	1915	4	0	1	1915	1915	1915	1915	1915	693513	693513	693513	693513	693513	1919	1631	1630	0.997915581	0.999386879	693513	694508
SAMPLE	Utg637286	no-zero-phased.vcf	1442	818	209	0	4	182	204.5	82	372	818	19816	24868.75	9372	50471	99475	1027	998	792	0.796494645	0.793587174	15660	162679
SAMPLE	Utg637334	no-zero-phased.vcf	1180	810	258	0	3	277	270	122	411	810	46811	44693	14124	73144	134079	1068	1028	777	0.758426966	0.755836576	46811	191066
SAMPLE	Utg635042	no-zero-phased.vcf	693	598	3	0	10	15.5	59.8	6	476	598	45771.5	74959.3	26081	184517	749593	601	398	398	0.995008319	1	54972	1104195
SAMPLE	Utg635098	no-zero-phased.vcf	14325	13928	22	0	1	13928	13928	13928	13928	13928	5930289	5930289	5930289	5930289	5930289	13950	11579	11573	0.998422939	0.999481821	5930289	5930972
SAMPLE	Utg635162	no-zero-phased.vcf	8686	8523	11	0	1	8523	8523	8523	8523	8523	3741289	3741289	3741289	3741289	3741289	8534	6914	6910	0.998711038	0.999421464	3741289	3749987
SAMPLE	Utg634614	no-zero-phased.vcf	33852	33058	68	0	2	16529	16529	8546	24512	33058	7870094	7870094	3920759	11819429	15740188	33126	27001	26968	0.997947232	0.998777823	11819429	15790052
SAMPLE	Utg636672	no-zero-phased.vcf	931	767	14	0	3	144	255.6666667	116	507	767	26897	40647.33333	25964	69081	121942	781	749	736	0.982074264	0.982643525	26897	170196
SAMPLE	Utg635658	no-zero-phased.vcf	1665	1354	5	0	1	1354	1354	1354	1354	1354	615713	615713	615713	615713	615713	1359	1133	1129	0.996320824	0.99646955	615713	616821
SAMPLE	Utg634764	no-zero-phased.vcf	12424	11893	25	0	1	11893	11893	11893	11893	11893	5296573	5296573	5296573	5296573	5296573	11918	9831	9822	0.997902333	0.999084529	5296573	5305969
SAMPLE	Utg636760	no-zero-phased.vcf	376	191	2	0	2	95.5	95.5	18	173	191	41935.5	41935.5	4015	79856	83871	193	160	160	0.989637306	1	79856	103395
SAMPLE	Utg637138	no-zero-phased.vcf	532	243	34	0	4	21.5	60.75	5	195	243	16802.5	15040.25	3878	22678	60161	277	264	230	0.877256318	0.871212121	16103	96306
SAMPLE	Utg635254	no-zero-phased.vcf	32	32	0	0	3	5	10.66666667	5	22	32	59026	62990.66667	10571	119375	188972	32	1	1	1	1	119375	238743
SAMPLE	Utg638202	no-zero-phased.vcf	1871	1607	229	0	4	358.5	401.75	65	825	1607	43168	53702.5	11996	116478	214810	1836	1800	1576	0.875272331	0.875555556	116478	219506
SAMPLE	Utg635144	no-zero-phased.vcf	17908	17534	29	0	1	17534	17534	17534	17534	17534	8184412	8184412	8184412	8184412	8184412	17563	14558	14549	0.998348801	0.999381783	8184412	8223668
SAMPLE	Utg635068	no-zero-phased.vcf	25649	24466	44	0	1	24466	24466	24466	24466	24466	9905148	9905148	9905148	9905148	9905148	24510	20256	20236	0.998204814	0.999012638	9905148	9914663
SAMPLE	Utg636666	no-zero-phased.vcf	309	187	7	0	1	187	187	187	187	187	120139	120139	120139	120139	120139	194	145	139	0.963917526	0.95862069	120139	121010
SAMPLE	Utg637348	no-zero-phased.vcf	1834	1663	113	0	2	831.5	831.5	21	1642	1663	80253	80253	3172	157334	160506	1776	1725	1619	0.936373874	0.938550725	157334	191986
SAMPLE	Utg636088	no-zero-phased.vcf	512	324	41	0	2	162	162	128	196	324	20873.5	20873.5	12135	29612	41747	365	358	318	0.887671233	0.888268156	12135	69469
SAMPLE	Utg635598	no-zero-phased.vcf	106	79	1	0	6	10.5	13.16666667	2	30	79	42836.5	73456.33333	986	183319	440738	80	5	5	0.9875	1	154354	630700
SAMPLE	Utg635798	no-zero-phased.vcf	944	540	247	0	4	83.5	135	66	307	540	13866	30826	6427	89145	123304	787	770	529	0.686149936	0.687012987	14247	188506
SAMPLE	Utg636336	no-zero-phased.vcf	169	52	0	0	4	11.5	13	3	26	52	32849	40645	6160	90722	162580	52	24	24	1	1	57144	254386
SAMPLE	Utg636932	no-zero-phased.vcf	470	448	1	0	1	448	448	448	448	448	153564	153564	153564	153564	153564	449	375	375	0.997772829	1	153564	157762
SAMPLE	Utg635902	no-zero-phased.vcf	422	251	86	0	2	125.5	125.5	78	173	251	29267.5	29267.5	13731	44804	58535	337	333	248	0.744807122	0.744744745	44804	78730
SAMPLE	Utg635520	no-zero-phased.vcf	4714	4592	13	0	1	4592	4592	4592	4592	4592	2086885	2086885	2086885	2086885	2086885	4605	3778	3771	0.997176982	0.998147168	2086885	2091819
SAMPLE	Utg635218	no-zero-phased.vcf	20452	19745	46	0	2	9872.5	9872.5	3	19742	19745	4521061.5	4521061.5	357	9041766	9042123	19791	16078	16062	0.997675711	0.999004851	9041766	9053340
SAMPLE	Utg637496	no-zero-phased.vcf	1165	1064	5	0	1	1064	1064	1064	1064	1064	276449	276449	276449	276449	276449	1069	895	893	0.995322732	0.997765363	276449	292850
SAMPLE	Utg636136	no-zero-phased.vcf	181	50	0	0	2	25	25	21	29	50	34901	34901	4997	64805	69802	50	21	21	1	1	64805	118711
SAMPLE	Utg634756	no-zero-phased.vcf	6627	5893	144	0	4	116	1473.25	5	5656	5893	10072	598482.5	1471	2372315	2393930	6037	5085	4959	0.976147093	0.975221239	2372315	2545075
SAMPLE	Utg634540	no-zero-phased.vcf	7937	7580	19	0	2	3790	3790	16	7564	7580	1483696.5	1483696.5	2222	2965171	2967393	7599	6289	6283	0.997499671	0.999045953	2965171	2972401
SAMPLE	Utg636246	no-zero-phased.vcf	978	449	359	0	2	224.5	224.5	184	265	449	21378	21378	16980	25776	42756	808	778	432	0.555693069	0.555269923	0	130669
SAMPLE	Utg636310	no-zero-phased.vcf	1473	1282	139	0	2	641	641	458	824	1282	104928.5	104928.5	86019	123838	209857	1421	1366	1235	0.902181562	0.904099561	123838	221593
SAMPLE	Utg636370	no-zero-phased.vcf	623	516	10	0	2	258	258	104	412	516	40193	40193	17152	63234	80386	526	517	507	0.980988593	0.98065764	63234	94138
SAMPLE	Utg637570	no-zero-phased.vcf	896	770	94	0	3	192	256.6666667	6	572	770	41254	37399.33333	9787	61157	112198	864	848	754	0.891203704	0.889150943	61157	121691
SAMPLE	Utg636802	no-zero-phased.vcf	1486	915	276	0	4	178.5	228.75	20	538	915	42961.5	37035	3714	58503	148140	1191	1169	895	0.768261965	0.765611634	54761	195774
SAMPLE	Utg635610	no-zero-phased.vcf	3947	3827	4	0	1	3827	3827	3827	3827	3827	1327272	1327272	1327272	1327272	1327272	3831	3298	3296	0.998955886	0.999393572	1327272	1328415
SAMPLE	Utg637842	no-zero-phased.vcf	576	210	36	0	2	105	105	59	151	210	14861	14861	9258	20464	29722	246	226	191	0.853658537	0.845132743	0	73927
SAMPLE	Utg636322	no-zero-phased.vcf	1635	1500	1	0	1	1500	1500	1500	1500	1500	636625	636625	636625	636625	636625	1501	1323	1323	0.999333777	1	636625	644580
SAMPLE	Utg634956	no-zero-phased.vcf	2844	2749	6	0	1	2749	2749	2749	2749	2749	1068194	1068194	1068194	1068194	1068194	2755	2325	2324	0.997822142	0.999569892	1068194	1080066
SAMPLE	Utg636008	no-zero-phased.vcf	1260	828	333	0	4	128	207	18	554	828	17237	36204.5	3596	106748	144818	1161	1132	809	0.713178295	0.714664311	106748	189969
SAMPLE	Utg634546	no-zero-phased.vcf	5790	5471	14	0	1	5471	5471	5471	5471	5471	2521955	2521955	2521955	2521955	2521955	5485	4500	4495	0.997447584	0.998888889	2521955	2525606
SAMPLE	Utg636026	no-zero-phased.vcf	166	157	0	0	6	18	26.16666667	5	77	157	107689.5	163180	28666	447866	979080	157	5	5	1	1	219805	1067423
SAMPLE	Utg634732	no-zero-phased.vcf	44946	43586	63	0	4	93.5	10896.5	2	43397	43586	70478.5	4052636.25	766	16068822	16210545	43649	36656	36646	0.998556668	0.999727193	16068822	16248375
SAMPLE	Utg636796	no-zero-phased.vcf	260	163	42	0	2	81.5	81.5	7	156	163	44083.5	44083.5	2907	85260	88167	205	195	154	0.795121951	0.78974359	85260	122985
SAMPLE	Utg637500	no-zero-phased.vcf	224	198	11	0	2	99	99	14	184	198	81420.5	81420.5	49863	112978	162841	209	182	171	0.947368421	0.93956044	112978	196288
SAMPLE	Utg634888	no-zero-phased.vcf	236	214	0	0	1	214	214	214	214	214	61414	61414	61414	61414	61414	214	182	182	1	1	61414	75739
SAMPLE	Utg635054	no-zero-phased.vcf	6744	6600	15	0	1	6600	6600	6600	6600	6600	3081403	3081403	3081403	3081403	3081403	6615	5471	5468	0.997732426	0.999451654	3081403	3092384
SAMPLE	Utg635718	no-zero-phased.vcf	2474	2187	63	0	7	103	312.4285714	9	854	2187	24426	39656.57143	3129	130926	277596	2250	2197	2134	0.972	0.971324533	71178	306964
SAMPLE	Utg634892	no-zero-phased.vcf	11458	9604	34	0	1	9604	9604	9604	9604	9604	4281489	4281489	4281489	4281489	4281489	9638	7907	7887	0.996472297	0.997470596	4281489	4285171
SAMPLE	Utg634958	no-zero-phased.vcf	3287	3215	7	0	1	3215	3215	3215	3215	3215	1619478	1619478	1619478	1619478	1619478	3222	2726	2723	0.997827436	0.998899486	1619478	1632710
SAMPLE	Utg637244	no-zero-phased.vcf	656	266	281	0	2	133	133	129	137	266	17586	17586	9686	25486	35172	547	536	261	0.486288848	0.486940299	0	76344
SAMPLE	Utg635094	no-zero-phased.vcf	3172	3106	8	0	1	3106	3106	3106	3106	3106	1285416	1285416	1285416	1285416	1285416	3114	2589	2587	0.997430957	0.999227501	1285416	1296146
SAMPLE	Utg635244	no-zero-phased.vcf	21374	20789	23	0	1	20789	20789	20789	20789	20789	8294459	8294459	8294459	8294459	8294459	20812	17347	17338	0.998894868	0.999481178	8294459	8300781
SAMPLE	Utg635268	no-zero-phased.vcf	11154	10975	27	0	2	5487.5	5487.5	131	10844	10975	2771291.5	2771291.5	175338	5367245	5542583	11002	9225	9212	0.997545901	0.998590786	5367245	5558694
SAMPLE	Utg635702	no-zero-phased.vcf	4601	4536	4	0	1	4536	4536	4536	4536	4536	1781399	1781399	1781399	1781399	1781399	4540	3768	3767	0.999118943	0.999734607	1781399	1782793
SAMPLE	Utg637508	no-zero-phased.vcf	1118	816	117	0	3	297	272	82	437	816	16033	47075.66667	6359	118835	141227	933	714	607	0.874598071	0.850140056	118835	151208
SAMPLE	Utg634636	no-zero-phased.vcf	24051	23042	58	0	2	11521	11521	5959	17083	23042	4919983	4919983	2367312	7472654	9839966	23100	18977	18947	0.997489177	0.998419139	7472654	9875268
SAMPLE	Utg635008	no-zero-phased.vcf	547	521	1	0	1	521	521	521	521	521	227061	227061	227061	227061	227061	522	426	426	0.998084291	1	227061	231070
SAMPLE	Utg634792	no-zero-phased.vcf	16490	15602	33	0	1	15602	15602	15602	15602	15602	6518481	6518481	6518481	6518481	6518481	15635	13160	13147	0.997889351	0.999012158	6518481	6541447
SAMPLE	Utg634524	no-zero-phased.vcf	34807	34258	43	0	1	34258	34258	34258	34258	34258	13782286	13782286	13782286	13782286	13782286	34301	29021	29010	0.998746392	0.999620964	13782286	13809189
SAMPLE	Utg635040	no-zero-phased.vcf	20911	20110	33	0	2	10055	10055	5	20105	20110	4592267	4592267	3165	9181369	9184534	20143	16688	16676	0.998361714	0.99928092	9181369	9226561
SAMPLE	Utg635182	no-zero-phased.vcf	9140	8691	12	0	1	8691	8691	8691	8691	8691	3597967	3597967	3597967	3597967	3597967	8703	7233	7229	0.998621165	0.999446979	3597967	3605742
SAMPLE	Utg634754	no-zero-phased.vcf	3960	3701	9	0	1	3701	3701	3701	3701	3701	1694874	1694874	1694874	1694874	1694874	3710	2934	2926	0.997574124	0.997273347	1694874	1695993
SAMPLE	Utg635638	no-zero-phased.vcf	1442	1414	4	0	1	1414	1414	1414	1414	1414	591172	591172	591172	591172	591172	1418	1193	1193	0.997179126	1	591172	594496
SAMPLE	Utg636956	no-zero-phased.vcf	810	551	65	0	3	240	183.6666667	18	293	551	12304	20079.66667	3767	44168	60239	616	604	539	0.894480519	0.892384106	44168	85568
SAMPLE	Utg635290	no-zero-phased.vcf	1212	1202	2	0	1	1202	1202	1202	1202	1202	521087	521087	521087	521087	521087	1204	985	984	0.99833887	0.998984772	521087	523392
SAMPLE	Utg634660	no-zero-phased.vcf	1509	1494	5	0	1	1494	1494	1494	1494	1494	607374	607374	607374	607374	607374	1499	1231	1231	0.996664443	1	607374	611979
SAMPLE	Utg636390	no-zero-phased.vcf	910	558	230	0	3	195	186	80	283	558	22494	34427.33333	7753	73035	103282	788	770	552	0.708121827	0.716883117	73035	121569
SAMPLE	Utg635424	no-zero-phased.vcf	15947	15493	26	0	1	15493	15493	15493	15493	15493	3580101	3580101	3580101	3580101	3580101	15519	13015	13007	0.998324634	0.999385325	3580101	3581419
SAMPLE	Utg636126	no-zero-phased.vcf	1317	1281	1	0	2	640.5	640.5	2	1279	1281	241140.5	241140.5	6	482275	482281	1282	1085	1085	0.999219969	1	482275	518703
SAMPLE	Utg635418	no-zero-phased.vcf	966	671	0	0	1	671	671	671	671	671	340878	340878	340878	340878	340878	671	557	557	1	1	340878	345505
SAMPLE	Utg636822	no-zero-phased.vcf	267	218	6	0	1	218	218	218	218	218	141510	141510	141510	141510	141510	224	221	216	0.973214286	0.977375566	141510	141766
SAMPLE	Utg635012	no-zero-phased.vcf	13293	13067	21	0	1	13067	13067	13067	13067	13067	5784093	5784093	5784093	5784093	5784093	13088	11031	11029	0.998395477	0.999818693	5784093	5791985
SAMPLE	Utg636456	no-zero-phased.vcf	244	180	1	0	1	180	180	180	180	180	56074	56074	56074	56074	56074	181	117	116	0.994475138	0.991452991	56074	60363
SAMPLE	Utg636566	no-zero-phased.vcf	252	161	1	0	1	161	161	161	161	161	64760	64760	64760	64760	64760	162	93	92	0.99382716	0.989247312	64760	67074
SAMPLE	Utg634948	no-zero-phased.vcf	10551	9649	20	0	1	9649	9649	9649	9649	9649	4412318	4412318	4412318	4412318	4412318	9669	7862	7854	0.997931534	0.998982447	4412318	4417149
SAMPLE	Utg635558	no-zero-phased.vcf	11251	10999	23	0	2	5499.5	5499.5	2	10997	10999	2710031	2710031	5979	5414083	5420062	11022	9062	9051	0.997913264	0.99878614	5414083	5470001
